uk,slug
бізай-бал,bhisaj_bal
заломлення некрамеха,necramech_deflection
ботанік,botanist
серійна лють,combo_fury
ґуаньдао-прайм (комплект),guandao_prime_set
закті-прайм (комплект),zakti_prime_set
залишок «пухир»,residual_boils
споротрикс: ствольна коробка,sporothrix_receiver
прилив некрамеха,necramech_flow
летючий паразит,volatile_parasite
залишок «вірусемія»,residual_viremia
залишок «сморід»,residual_malodor
троща маха,mach_crash
вибуховий відскок,volatile_rebound
споротрикс: ствол,sporothrix_barrel
аятана-скульптура «кіта»,ayatan_kitha_sculpture
теорема «зараження»,theorem_contagion
морґа: ствольна коробка,morgha_receiver
кортеж: ствольна коробка,cortege_receiver
«бур порожнечі»: рушій,voidrig_engine
некрамех-віщун,necramech_augur
«кістяна вдова»: рушій,bonewidow_engine
цедо: ложе,cedo_stock
пристосуванець,adaptation
снайпер,sharpshooter
енергетична пожертва,power_donation
обережний постріл,cautious_shot
зворотний сплеск,counter_pulse
база-прайм: ствол,baza_prime_barrel
аксомати-прайм: ствол,aksomati_prime_barrel
ґрендель: системи — координати,grendel_systems_locator
спектра-вандал: каркас,spectra_vandal_chassis
спектра-вандал (комплект),spectra_vandal_set
праймоване вирізання ґрінерів,primed_smite_grineer
панорама: свідомі — атріум,sentient_concourse_scene
ґрендель: каркас — координати,grendel_chassis_locator
вогнеборник,fire_suppression
іонізатор,ion_burn
бойова кузня,battle_forge
лікувальні уламки,mending_splinters
грабіж,despoil
огортувальна хмара,enveloping_cloud
реактивний потік,jet_stream
корвас: ствол,corvas_barrel
безперервний стрибок,no_current_leap
літальна перетинка,patagium
скана-призма,prisma_skana
бронко-прайм (комплект),bronco_prime_set
астральний поріз,astral_slash
зефіра-прайм: системи (кресленик),zephyr_prime_systems_blueprint
двоїстість,duality
відштовхування і притягування,push_and_pull
дієве перенесення,efficient_transferral
панорама: газове місто — верхній логістичний рівень,gas_city_upper_logistics_scene
лінза зенурік з луа,lua_zenurik_lens
протиотрута «ляпіс-лазур»,lapis_antitoxin
протиотрута «кіновар»,vermillion_antitoxin
виявний гарпун,exposing_harpoon
дієві промені,efficient_beams
модифікатор розколу для зброї супутників (закритий),companion_weapon_riven_mod_(veiled)
протиотрута «берил»,beryl_antitoxin
прискіпливе прицілювання,meticulous_aim
лінза з луа (кресленик),lua_lens_blueprint
лінза мадурая з луа,lua_madurai_lens
протиотрута «топаз»,topaz_antitoxin
протиотрута «аметист»,amethyst_antitoxin
лінза вазаріна з луа,lua_vazarin_lens
лінза нарамона з луа,lua_naramon_lens
містичний броненосець,arcane_tanker
містичний пістолетник,arcane_pistoleer
патоцист (кресленик),pathocyst_blueprint
патоцист: клинок,pathocyst_blade
патоцист (комплект),pathocyst_set
зосереджена стріла,concentrated_arrow
еш-прайм (комплект),ash_prime_set
лімбо-прайм: нейроптика (кресленик),limbo_prime_neuroptics_blueprint
передавання енергії,energy_transfer
відбиток: смітовий кават,smeeta_kavat_imprint
хрома-прайм (кресленик),chroma_prime_blueprint
аятана-скульптура «замбука»,ayatan_zambuka_sculpture
автозлам,auto_breach
невідстежуваність,untraceable
вом,vome
фасс,fass
парні гадюки-примари: ствол,twin_vipers_wraith_barrels
маркізовий тист,marquise_thyst
відбиток: куброу сахас,sahasa_kubrow_imprint
відбиток: куброу хурас,huras_kubrow_imprint
ґоблітові сльози,goblite_tears
нітровпорскувач,nitro_boost
екстремальна швидкість,extreme_velocity
пакс «заряд»,pax_charge
меса-прайм (комплект),mesa_prime_set
меса-прайм: системи (кресленик),mesa_prime_systems_blueprint
меса-прайм: каркас (кресленик),mesa_prime_chassis_blueprint
маґус «повернення»,magus_revert
морозне вітання,intruder_stasis
гіперпостріл,hyperstrike
хижак,predator
конічне сопло,conic_nozzle
перезаряджання,ripload
вимпел (кресленик),pennant_blueprint
шикування,form_up
упокорювач (кресленик),quellor_blueprint
залп шукачів,seeker_volley
наростальна буря,reactive_storm
симулор-синоїд,synoid_simulor
рубіко-прайм (кресленик),rubico_prime_blueprint
трініті-прайм: каркас (кресленик),trinity_prime_chassis_blueprint
зростальна потужність,growing_power
кров за життя,blood_for_life
джаху,jahu
різ,ris
нетра,netra
івара-прайм (кресленик),ivara_prime_blueprint
аксомати-прайм (кресленик),aksomati_prime_blueprint
шеду: руків’я,shedu_handle
спектра-вандал: ствол,spectra_vandal_barrel
відбиток: васкозний кават,vasca_kavat_imprint
праймоване вирізання орокінів,primed_smite_corrupted
ґрендель: нейроптика — координати,grendel_neuroptics_locator
носова гармата,forward_artillery
вихрові боєприпаси,munitions_vortex
панорама: палати лотос,chamber_of_the_lotus_scene
сюрикен-шукач,seeking_shuriken
шокувальне пришвидшення,shocking_speed
містичний месник,arcane_avenger
некрос-прайм (комплект),nekros_prime_set
містична примара,arcane_phantasm
некрос-прайм: системи (кресленик),nekros_prime_systems_blueprint
хрома-прайм: системи (кресленик),chroma_prime_systems_blueprint
останній вісник,last_herald
містичний гнів,arcane_rage
хрома-прайм: каркас (кресленик),chroma_prime_chassis_blueprint
ґалатин-прайм (комплект),galatine_prime_set
хрома-прайм: нейроптика (кресленик),chroma_prime_neuroptics_blueprint
акджаґара-прайм (кресленик),akjagara_prime_blueprint
хворобливе зараження,strain_infection
швидка втеча,quick_escape
діра порожнечі,void_hole
розквіт смерті,death_blossom
панорама: свідомі — вівтар,sentient_altar_scene
зайлок,zylok
ґалатин-прайм: руків’я,galatine_prime_handle
прохолодний приїзд,cold_arrival
презирлива відплата,vexing_retaliation
маґус «утримання»,magus_lockdown
відбиток: куброу чеса,chesa_kubrow_imprint
цернос-ракта,rakta_cernos
стрибок угору,pop_top
парні ками-прайм: клинок,dual_kamas_prime_blade
контрольоване ковзання,controlled_slide
зцілювальний постріл,mending_shot
непорушний політ,ironclad_flight
панґолін-прайм: руків’я,pangolin_prime_handle
коринф-прайм (комплект),corinth_prime_set
панґолін-прайм (кресленик),pangolin_prime_blueprint
надмір,overloader
коринф-прайм: ствол,corinth_prime_barrel
коринф-прайм: ствольна коробка,corinth_prime_receiver
пошкоджений корпус некрамеха,damaged_necramech_casing
зіркоподібний некратен,stellated_necrathene
очищений даґонік,purged_dagonic
переливання,transfusion
панцир карніса,carnis_carapace
панцир югула,jugulus_carapace
підступне виродження,sly_devolution
вибуховий щит,blast_shield
лікувальна грибниця,iatric_mycelium
панорама: деймос — сховище,deimos_vault_scene
панорама: деймос — палати,deimos_chamber_scene
панорама: деймос — прорив,deimos_breakthrough_scene
обтічність некрамеха,necramech_streamline
панорама: ґрінерський галеон — вантажний відсік,grineer_galleon_cargo_scene
панорама: орбітр,orbiter_scene
панорама: артилерійська батарея,artillery_battery_scene
панорама: деймос — катакомби,deimos_catacombs_scene
панорама: деймос — тунелі,deimos_tunnels_scene
дамзав-ваті,damzav_vati
хата-сат’я,hata_satya
зазват-кар,zazvat_kar
панорама: сховище корпусу,corpus_depository_scene
гідравліка некрамеха,necramech_hydraulics
бліц некрамеха,necramech_blitz
панорама: газове місто — цех розподілення,gas_city_element_distribution_scene
лють некрамеха,necramech_fury
панорама: деймос — падіння,deimos_downfall_scene
ґуаньдао-прайм: клинок,guandao_prime_blade
закті-прайм (кресленик),zakti_prime_blueprint
ґуаньдао-прайм: руків’я,guandao_prime_handle
закті-прайм: ствол,zakti_prime_barrel
неджа-прайм: системи (кресленик),nezha_prime_systems_blueprint
неджа-прайм: каркас (кресленик),nezha_prime_chassis_blueprint
закті-прайм: ствольна коробка,zakti_prime_receiver
неджа-прайм: нейроптика (кресленик),nezha_prime_neuroptics_blueprint
неджа-прайм (комплект),nezha_prime_set
дрейфування некрамеха,necramech_drift
споротрикс: ложе,sporothrix_stock
кліщинець: клепка,arum_spinosa_rivet
мученицький симбіоз,martyr_symbiosis
тертя некрамеха,necramech_friction
лагодження некрамеха,necramech_repair
«бур порожнечі»: корпус,voidrig_casing
морґа (комплект),morgha_set
лацера-цеті (кресленик),ceti_lacera_blueprint
гнів некрамеха,necramech_rage
морґа: ствол,morgha_barrel
«бур порожнечі»: капсула,voidrig_capsule
башму (кресленик),basmu_blueprint
«бур порожнечі»: збройовий відсік,voidrig_weapon_pod
цедо (кресленик),cedo_blueprint
октавія-прайм (кресленик),octavia_prime_blueprint
тенора-прайм (кресленик),tenora_prime_blueprint
тенора-прайм: ствольна коробка,tenora_prime_receiver
пандеро-прайм (комплект),pandero_prime_set
тенора-прайм: ложе,tenora_prime_stock
тенора-прайм (комплект),tenora_prime_set
пандеро-прайм: ствол,pandero_prime_barrel
тенора-прайм: ствол,tenora_prime_barrel
октавія-прайм: каркас (кресленик),octavia_prime_chassis_blueprint
октавія-прайм: нейроптика (кресленик),octavia_prime_neuroptics_blueprint
пандеро-прайм: ствольна коробка,pandero_prime_receiver
октавія-прайм: системи (кресленик),octavia_prime_systems_blueprint
пандеро-прайм (кресленик),pandero_prime_blueprint
октавія-прайм (комплект),octavia_prime_set
праймований крижаний хват,primed_chilling_grasp
рівновага (steam pinnacle pack),equilibrium_(steam_pinnacle_pack)
відмітка звіра,mark_of_the_beast
в’язниця нігіла (ключ),nihils_oubliette_(key)
маяк порожнечі баро (ключ),baro_void_signal_(key)
реліквія реквієм iv,requiem_iv_relic
реліквія реквієм iii,requiem_iii_relic
реліквія реквієм ii,requiem_ii_relic
реліквія реквієм i,requiem_i_relic
реліквія аксі h3,axi_h3_relic
реліквія аксі o2,axi_o2_relic
реліквія аксі k2,axi_k2_relic
реліквія аксі r1,axi_r1_relic
реліквія аксі b2,axi_b2_relic
реліквія аксі l5,axi_l5_relic
реліквія аксі p1,axi_p1_relic
реліквія аксі m1,axi_m1_relic
реліквія аксі d1,axi_d1_relic
реліквія аксі g2,axi_g2_relic
реліквія аксі o1,axi_o1_relic
реліквія аксі v8,axi_v8_relic
реліквія аксі h2,axi_h2_relic
реліквія аксі c2,axi_c2_relic
реліквія аксі a10,axi_a10_relic
реліквія аксі t5,axi_t5_relic
реліквія аксі t4,axi_t4_relic
реліквія аксі g4,axi_g4_relic
реліквія аксі h1,axi_h1_relic
реліквія аксі s5,axi_s5_relic
реліквія аксі v9,axi_v9_relic
реліквія аксі e2,axi_e2_relic
реліквія аксі s3,axi_s3_relic
реліквія аксі b1,axi_b1_relic
реліквія аксі e1,axi_e1_relic
реліквія аксі a2,axi_a2_relic
реліквія аксі t6,axi_t6_relic
реліквія аксі c6,axi_c6_relic
реліквія аксі w2,axi_w2_relic
реліквія аксі a13,axi_a13_relic
реліквія аксі o5,axi_o5_relic
реліквія аксі s6,axi_s6_relic
реліквія аксі c1,axi_c1_relic
реліквія аксі s8,axi_s8_relic
реліквія аксі v10,axi_v10_relic
реліквія аксі s7,axi_s7_relic
реліквія аксі z1,axi_z1_relic
реліквія аксі v5,axi_v5_relic
реліквія аксі a3,axi_a3_relic
реліквія аксі v7,axi_v7_relic
реліквія аксі c4,axi_c4_relic
реліквія аксі l3,axi_l3_relic
реліквія аксі h4,axi_h4_relic
реліквія аксі r2,axi_r2_relic
реліквія аксі a5,axi_a5_relic
реліквія аксі s4,axi_s4_relic
реліквія аксі v4,axi_v4_relic
реліквія аксі l4,axi_l4_relic
реліквія аксі a4,axi_a4_relic
реліквія аксі l2,axi_l2_relic
реліквія аксі o3,axi_o3_relic
реліквія аксі k3,axi_k3_relic
реліквія аксі g1,axi_g1_relic
реліквія аксі t1,axi_t1_relic
реліквія аксі a9,axi_a9_relic
реліквія аксі p3,axi_p3_relic
реліквія аксі d2,axi_d2_relic
реліквія аксі b3,axi_b3_relic
реліквія аксі a8,axi_a8_relic
реліквія аксі w1,axi_w1_relic
реліквія аксі b4,axi_b4_relic
реліквія аксі c5,axi_c5_relic
реліквія аксі a11,axi_a11_relic
реліквія аксі n3,axi_n3_relic
реліквія аксі v6,axi_v6_relic
реліквія аксі n5,axi_n5_relic
реліквія аксі n4,axi_n4_relic
реліквія аксі v3,axi_v3_relic
реліквія аксі n2,axi_n2_relic
реліквія аксі v2,axi_v2_relic
реліквія аксі k5,axi_k5_relic
реліквія аксі t2,axi_t2_relic
реліквія аксі s2,axi_s2_relic
реліквія аксі l1,axi_l1_relic
реліквія аксі a1,axi_a1_relic
реліквія аксі n1,axi_n1_relic
реліквія аксі o4,axi_o4_relic
реліквія аксі k4,axi_k4_relic
реліквія аксі c3,axi_c3_relic
реліквія аксі k1,axi_k1_relic
реліквія аксі a12,axi_a12_relic
реліквія аксі h5,axi_h5_relic
реліквія аксі v1,axi_v1_relic
реліквія аксі t3,axi_t3_relic
реліквія аксі g3,axi_g3_relic
реліквія аксі r3,axi_r3_relic
реліквія аксі a6,axi_a6_relic
реліквія аксі p2,axi_p2_relic
реліквія аксі a7,axi_a7_relic
реліквія аксі n6,axi_n6_relic
реліквія аксі s1,axi_s1_relic
реліквія нео z1,neo_z1_relic
реліквія нео b4,neo_b4_relic
реліквія нео k1,neo_k1_relic
реліквія нео n7,neo_n7_relic
реліквія нео b3,neo_b3_relic
реліквія нео n6,neo_n6_relic
реліквія нео r2,neo_r2_relic
реліквія нео z3,neo_z3_relic
реліквія нео s12,neo_s12_relic
реліквія нео b2,neo_b2_relic
реліквія нео o1,neo_o1_relic
реліквія нео s6,neo_s6_relic
реліквія нео v5,neo_v5_relic
реліквія нео r4,neo_r4_relic
реліквія нео m3,neo_m3_relic
реліквія нео p1,neo_p1_relic
реліквія нео i2,neo_i2_relic
реліквія нео b1,neo_b1_relic
реліквія нео s13,neo_s13_relic
реліквія нео n5,neo_n5_relic
реліквія нео r1,neo_r1_relic
реліквія нео t1,neo_t1_relic
реліквія нео s5,neo_s5_relic
реліквія нео n15,neo_n15_relic
реліквія нео b7,neo_b7_relic
реліквія нео p2,neo_p2_relic
реліквія нео z7,neo_z7_relic
реліквія нео n14,neo_n14_relic
реліквія нео g3,neo_g3_relic
реліквія нео n11,neo_n11_relic
реліквія нео n4,neo_n4_relic
реліквія нео v9,neo_v9_relic
реліквія нео n12,neo_n12_relic
реліквія нео e2,neo_e2_relic
реліквія нео z6,neo_z6_relic
реліквія нео s14,neo_s14_relic
реліквія нео n13,neo_n13_relic
реліквія нео d2,neo_d2_relic
реліквія нео v4,neo_v4_relic
реліквія нео v6,neo_v6_relic
реліквія нео m1,neo_m1_relic
реліквія нео s9,neo_s9_relic
реліквія нео m2,neo_m2_relic
реліквія нео z2,neo_z2_relic
реліквія нео n9,neo_n9_relic
реліквія нео a1,neo_a1_relic
реліквія нео v8,neo_v8_relic
реліквія нео b5,neo_b5_relic
реліквія нео v7,neo_v7_relic
реліквія нео n8,neo_n8_relic
реліквія нео l1,neo_l1_relic
реліквія нео v3,neo_v3_relic
реліквія нео v2,neo_v2_relic
реліквія нео g2,neo_g2_relic
реліквія нео r3,neo_r3_relic
реліквія нео z5,neo_z5_relic
реліквія нео i1,neo_i1_relic
реліквія нео t3,neo_t3_relic
реліквія нео n3,neo_n3_relic
реліквія нео h1,neo_h1_relic
реліквія нео s8,neo_s8_relic
реліквія нео s7,neo_s7_relic
реліквія нео s3,neo_s3_relic
реліквія нео d1,neo_d1_relic
реліквія нео c1,neo_c1_relic
реліквія нео n10,neo_n10_relic
реліквія нео s11,neo_s11_relic
реліквія нео e1,neo_e1_relic
реліквія нео f1,neo_f1_relic
реліквія нео v1,neo_v1_relic
реліквія нео n2,neo_n2_relic
реліквія нео h2,neo_h2_relic
реліквія нео a2,neo_a2_relic
реліквія нео g1,neo_g1_relic
реліквія нео k2,neo_k2_relic
реліквія нео n1,neo_n1_relic
реліквія нео b6,neo_b6_relic
реліквія нео s2,neo_s2_relic
реліквія нео a3,neo_a3_relic
реліквія нео z4,neo_z4_relic
реліквія нео t2,neo_t2_relic
реліквія нео a4,neo_a4_relic
реліквія нео s10,neo_s10_relic
реліквія нео s1,neo_s1_relic
реліквія мезо t2,meso_t2_relic
реліквія мезо t1,meso_t1_relic
реліквія мезо o2,meso_o2_relic
реліквія мезо s6,meso_s6_relic
реліквія мезо m1,meso_m1_relic
реліквія мезо v5,meso_v5_relic
реліквія мезо n7,meso_n7_relic
реліквія мезо k2,meso_k2_relic
реліквія мезо a2,meso_a2_relic
реліквія мезо n4,meso_n4_relic
реліквія мезо s5,meso_s5_relic
реліквія мезо o1,meso_o1_relic
реліквія мезо c5,meso_c5_relic
реліквія мезо r3,meso_r3_relic
реліквія мезо e4,meso_e4_relic
реліквія мезо v4,meso_v4_relic
реліквія мезо n8,meso_n8_relic
реліквія мезо s4,meso_s4_relic
реліквія мезо n6,meso_n6_relic
реліквія мезо n3,meso_n3_relic
реліквія мезо f2,meso_f2_relic
реліквія мезо t4,meso_t4_relic
реліквія мезо d6,meso_d6_relic
реліквія мезо p4,meso_p4_relic
реліквія мезо o4,meso_o4_relic
реліквія мезо s3,meso_s3_relic
реліквія мезо n11,meso_n11_relic
реліквія мезо d5,meso_d5_relic
реліквія мезо g2,meso_g2_relic
реліквія мезо c6,meso_c6_relic
реліквія мезо v3,meso_v3_relic
реліквія мезо k1,meso_k1_relic
реліквія мезо h1,meso_h1_relic
реліквія мезо m2,meso_m2_relic
реліквія мезо a1,meso_a1_relic
реліквія мезо z2,meso_z2_relic
реліквія мезо p1,meso_p1_relic
реліквія мезо b3,meso_b3_relic
реліквія мезо c2,meso_c2_relic
реліквія мезо o3,meso_o3_relic
реліквія мезо s7,meso_s7_relic
реліквія мезо b2,meso_b2_relic
реліквія мезо z1,meso_z1_relic
реліквія мезо d2,meso_d2_relic
реліквія мезо f1,meso_f1_relic
реліквія мезо s2,meso_s2_relic
реліквія мезо l1,meso_l1_relic
реліквія мезо c4,meso_c4_relic
реліквія мезо r2,meso_r2_relic
реліквія мезо n9,meso_n9_relic
реліквія мезо b4,meso_b4_relic
реліквія мезо i1,meso_i1_relic
реліквія мезо k3,meso_k3_relic
реліквія мезо n10,meso_n10_relic
реліквія мезо p3,meso_p3_relic
реліквія мезо p2,meso_p2_relic
реліквія мезо s1,meso_s1_relic
реліквія мезо g1,meso_g1_relic
реліквія мезо c3,meso_c3_relic
реліквія мезо n5,meso_n5_relic
реліквія мезо v1,meso_v1_relic
реліквія мезо b1,meso_b1_relic
реліквія мезо e2,meso_e2_relic
реліквія мезо z3,meso_z3_relic
реліквія мезо m3,meso_m3_relic
реліквія мезо f3,meso_f3_relic
реліквія мезо e1,meso_e1_relic
реліквія мезо n2,meso_n2_relic
реліквія мезо v2,meso_v2_relic
реліквія мезо r1,meso_r1_relic
реліквія мезо d3,meso_d3_relic
реліквія мезо t3,meso_t3_relic
реліквія мезо s8,meso_s8_relic
реліквія мезо c1,meso_c1_relic
реліквія мезо e5,meso_e5_relic
реліквія мезо n1,meso_n1_relic
реліквія мезо e3,meso_e3_relic
реліквія мезо d4,meso_d4_relic
реліквія мезо w1,meso_w1_relic
реліквія мезо v6,meso_v6_relic
реліквія мезо s9,meso_s9_relic
реліквія мезо d1,meso_d1_relic
реліквія літ h2,lith_h2_relic
реліквія літ z1,lith_z1_relic
реліквія літ b1,lith_b1_relic
реліквія літ a2,lith_a2_relic
реліквія літ l1,lith_l1_relic
реліквія літ w1,lith_w1_relic
реліквія літ v4,lith_v4_relic
реліквія літ s6,lith_s6_relic
реліквія літ n3,lith_n3_relic
реліквія літ n4,lith_n4_relic
реліквія літ m5,lith_m5_relic
реліквія літ c6,lith_c6_relic
реліквія літ c5,lith_c5_relic
реліквія літ v6,lith_v6_relic
реліквія літ v3,lith_v3_relic
реліквія літ b4,lith_b4_relic
реліквія літ n2,lith_n2_relic
реліквія літ g1,lith_g1_relic
реліквія літ i1,lith_i1_relic
реліквія літ t5,lith_t5_relic
реліквія літ g3,lith_g3_relic
реліквія літ b8,lith_b8_relic
реліквія літ d4,lith_d4_relic
реліквія літ t3,lith_t3_relic
реліквія літ s9,lith_s9_relic
реліквія літ s5,lith_s5_relic
реліквія літ c7,lith_c7_relic
реліквія літ k4,lith_k4_relic
реліквія літ t4,lith_t4_relic
реліквія літ n6,lith_n6_relic
реліквія літ b7,lith_b7_relic
реліквія літ p5,lith_p5_relic
реліквія літ d3,lith_d3_relic
реліквія літ n5,lith_n5_relic
реліквія літ p4,lith_p4_relic
реліквія літ s4,lith_s4_relic
реліквія літ s7,lith_s7_relic
реліквія літ c2,lith_c2_relic
реліквія літ k2,lith_k2_relic
реліквія літ b6,lith_b6_relic
реліквія літ m3,lith_m3_relic
реліквія літ c4,lith_c4_relic
реліквія літ m2,lith_m2_relic
реліквія літ v2,lith_v2_relic
реліквія літ o2,lith_o2_relic
реліквія літ p1,lith_p1_relic
реліквія літ t2,lith_t2_relic
реліквія літ v5,lith_v5_relic
реліквія літ b3,lith_b3_relic
реліквія літ n1,lith_n1_relic
реліквія літ k1,lith_k1_relic
реліквія літ c1,lith_c1_relic
реліквія літ w2,lith_w2_relic
реліквія літ s10,lith_s10_relic
реліквія літ p3,lith_p3_relic
реліквія літ d2,lith_d2_relic
реліквія літ m6,lith_m6_relic
реліквія літ s3,lith_s3_relic
реліквія літ h1,lith_h1_relic
реліквія літ b2,lith_b2_relic
реліквія літ t1,lith_t1_relic
реліквія літ a1,lith_a1_relic
реліквія літ m1,lith_m1_relic
реліквія літ p2,lith_p2_relic
реліквія літ a3,lith_a3_relic
реліквія літ m4,lith_m4_relic
реліквія літ g2,lith_g2_relic
реліквія літ f2,lith_f2_relic
реліквія літ v1,lith_v1_relic
реліквія літ b5,lith_b5_relic
реліквія літ c3,lith_c3_relic
реліквія літ z2,lith_z2_relic
реліквія літ o1,lith_o1_relic
реліквія літ f1,lith_f1_relic
реліквія літ m7,lith_m7_relic
реліквія літ k5,lith_k5_relic
реліквія літ s2,lith_s2_relic
реліквія літ k3,lith_k3_relic
реліквія літ d1,lith_d1_relic
реліквія літ l2,lith_l2_relic
реліквія літ s8,lith_s8_relic
реліквія літ v8,lith_v8_relic
реліквія літ v7,lith_v7_relic
реліквія літ s1,lith_s1_relic
аквапульма,aquapulmo
остимір,ostimyr
вітреоспіна,vitreospina
криптозукт,cryptosuctus
барбіста,barbisteo
кимер,kymaeros
амніопсія,amniophysi
лоботрисцид,lobotriscid
флаґеллокант,flagellocanth
ґлютінокс,glutinox
миксостомата,myxostomata
дюроїд,duroid
кондрікорд,chondricord
акулячий вугор,charc_eel
гуполла,goopolla
скат-каламутник,murkray
шаррак,sharrac
каркіна,karkina
пащерник,mawfish
кхут-кхут,khut_khut
йоґвун,yogwun
трелок,tralok
мортус рогозуб,mortus_lungfish
жукач,glappid
норґ,norg
кутол,cuthol
пробов’юн,mirewinder
пробосом,sapcaddy
спостережник,eye_eye
ехов’юн,echowinder
цеглинник,brickie
убивець,kriller
еколярія,synathid
креветун,charamote
тромизон,tromyzon
очисник,scrubber
лагодник,tink
транслятка,recaster
довгов’юн,longwinder
крововилив,hemorrhage
автоматичний мультиінструмент,auto_omni
заповітна різня,votive_onslaught
кордон,cordon
внутрішня кровотеча,internal_bleeding
гартування вогнем,fortifying_fire
наутилус: мозок,nautilus_cerebrum
наутилус (кресленик),nautilus_blueprint
захисні постріли,protective_shots
багряний морок,crimson_fugue
смертоносні боєголовки,scourging_warheads
катування хробака,worms_torment
захисний вогонь,defensive_fire
матриця орґонного налаштування,orgone_tuning_matrix
матриця незламності,indomitable_matrix
наутилус (комплект),nautilus_set
матриця непорушності,ironclad_matrix
помста ґранума,granums_nemesis
матриця шаленства,onslaught_matrix
хвилеріз,waveband_disruptor
наутилус: панцир,nautilus_carapace
матриця загарбництва,raider_matrix
політ фенікса,phoenix_blaze
наутилус: системи,nautilus_systems
пента-кармін: ствольна коробка,carmine_penta_receiver
пента-кармін: ложе,carmine_penta_stock
пента-кармін: ствол,carmine_penta_barrel
пента-кармін (кресленик),carmine_penta_blueprint
пента-кармін (комплект),carmine_penta_set
атодай (кресленик),athodai_blueprint
атодай: ствол,athodai_barrel
атодай: ствольна коробка,athodai_receiver
атодай (комплект),athodai_set
галікар-примара,halikar_wraith
епітафія: ствольна коробка,epitaph_receiver
епітафія (комплект),epitaph_set
епітафія: ствол,epitaph_barrel
епітафія (кресленик),epitaph_blueprint
панорама: деймос — глибини,deimos_depths_scene
панорама: деймос — серце,deimos_heart_scene
панорама: деймос — воронка,deimos_cenote_scene
панорама: деймос — склеп,deimos_crypt_scene
панорама: заражений зореліт — голограма,infested_ship_hologram_scene
панорама: «на холодній глибині»,the_cold_below_scene
панорама: деймос — забуття,deimos_forsaken_scene
панорама: деймос — оболонка,deimos_membrane_scene
панорама: деймос — межа,deimos_verge_scene
реліквія аксі g5,axi_g5_relic
реліквія нео k3,neo_k3_relic
реліквія нео z8,neo_z8_relic
реліквія мезо r4,meso_r4_relic
реліквія літ c8,lith_c8_relic
реліквія літ t6,lith_t6_relic
панорама: «сатурн-6»,saturn_six_scene
реліквія мезо p5,meso_p5_relic
реліквія літ k6,lith_k6_relic
реліквія аксі g6,axi_g6_relic
вольн-прайм: руків’я,volnus_prime_handle
вольн-прайм: верхів’я,volnus_prime_head
реліквія нео t4,neo_t4_relic
реліквія мезо t5,meso_t5_relic
реліквія мезо z4,meso_z4_relic
реліквія нео v10,neo_v10_relic
ґара-прайм (кресленик),gara_prime_blueprint
вольн-прайм (комплект),volnus_prime_set
ґара-прайм (комплект),gara_prime_set
ґара-прайм: нейроптика (кресленик),gara_prime_neuroptics_blueprint
ґара-прайм: системи (кресленик),gara_prime_systems_blueprint
астіла-прайм (кресленик),astilla_prime_blueprint
реліквія аксі n7,axi_n7_relic
астіла-прайм: ствольна коробка,astilla_prime_receiver
астіла-прайм: ствол,astilla_prime_barrel
астіла-прайм (комплект),astilla_prime_set
реліквія літ a4,lith_a4_relic
реліквія аксі i1,axi_i1_relic
астіла-прайм: ложе,astilla_prime_stock
вольн-прайм (кресленик),volnus_prime_blueprint
реліквія нео a5,neo_a5_relic
ґара-прайм: каркас (кресленик),gara_prime_chassis_blueprint
реліквія літ g4,lith_g4_relic
модуль лагодження,repair_dispensary
праймований тактичний подавач,primed_tactical_pump
повітророзривні набої,airburst_rounds
реліквія нео d3,neo_d3_relic
змішане джерело,fused_reservoir
сердечне годування,hearty_nourishment
реліквія аксі t7,axi_t7_relic
мачете-призма,prisma_machete
оптикор-вандал,opticor_vandal
гартоване пекло,galvanized_hell
злісний код,malicious_code
лапи «цела» (кресленик),cela_bracket_blueprint
скасування ухилення,evasive_denial
гартоване роздвоєння,galvanized_diffusion
швидке милосердя,swift_mercy
стабілізатор «ванз» (кресленик),wanz_stabilizer_blueprint
гартована схильність,galvanized_aptitude
лапи «зубб» (кресленик),zubb_bracket_blueprint
гончак гек (кресленик),hec_hound_blueprint
гартований приціл,galvanized_scope
гартоване пришвидшення,galvanized_acceleration
витягування енергії,power_drain
урівноваження,counterbalance
стабілізатор «гінта»,hinta_stabilizer
аудит згоди,repo_audit
гартовані перехрестя,galvanized_crosshairs
тулуб «ґармр» (кресленик),garmr_core_blueprint
фокусний проспект,focused_prospectus
гончак дорма (кресленик),dorma_hound_blueprint
скидання,hard_reset
гончак бхайра (кресленик),bhaira_hound_blueprint
гартований постріл,galvanized_shot
скасування рефлексів,reflex_denial
тулуб «адлет» (кресленик),adlet_core_blueprint
повітряний проспект,aerial_prospectus
синергійний проспект,synergized_prospectus
стабілізатор «фрак» (кресленик),frak_stabilizer_blueprint
тулуб «райджю» (кресленик),raiju_core_blueprint
мережевий екран,firewall
гартована кмітливість,galvanized_savvy
лапи «урґа» (кресленик),urga_bracket_blueprint
нульовий аудит,null_audit
оул,oull
багатостороннє скасування,diversified_denial
аудит рівноваги,equilibrium_audit
гартований зарядник,galvanized_chamber
боєць «нової локи»,new_loka_combat_emote
пілот цефалонки суди,cephalon_suda_piloting_emote
нагрудник «багряна вуаль»,red_veil_chest_piece
пілот «послідовності перрена»,perrin_piloting_emote
нагрудник «суда»,suda_chest_piece
пілот «арбітрів гексису»,arbiters_piloting_emote
