ru,slug
спектра вандал: комплект,spectra_vandal_set
крушитель прайм: гринир,primed_smite_grineer
сцена: главный зал владеющих разумом,sentient_concourse_scene
локатор: каркас гренделя,grendel_chassis_locator
подавление огня,fire_suppression
ионное горение,ion_burn
боевая кузница,battle_forge
лечащие осколки,mending_splinters
лишение,despoil
окутывающее облако,enveloping_cloud
реактивный поток,jet_stream
корвас: ствол,corvas_barrel
потоковый прыжок,no_current_leap
патагий,patagium
скана призма,prisma_skana
бронко прайм: комплект,bronco_prime_set
астральное рассечение,astral_slash
зефир прайм: система (чертеж),zephyr_prime_systems_blueprint
двуликость,duality
натиск и рывок,push_and_pull
эффективный перенос,efficient_transferral
сцена: газовый город - верхнее снабжение,gas_city_upper_logistics_scene
луа линза: зенурик,lua_zenurik_lens
антитоксин: ляпис,lapis_antitoxin
антитоксин: вермиллион,vermillion_antitoxin
ослабляющий гарпун,exposing_harpoon
эффективные лучи,efficient_beams
мод разлома для оружия компаньона (закрытый),companion_weapon_riven_mod_(veiled)
антитоксин: берилл,beryl_antitoxin
дотошное прицеливание,meticulous_aim
луа линза (чертеж),lua_lens_blueprint
луа линза: мадурай,lua_madurai_lens
антитоксин: топаз,topaz_antitoxin
антитоксин: аметист,amethyst_antitoxin
луа линза: вазарин,lua_vazarin_lens
луа линза: нарамон,lua_naramon_lens
мистический танк,arcane_tanker
мистический пистольер,arcane_pistoleer
патоцист (чертеж),pathocyst_blueprint
патоцист: лезвие,pathocyst_blade
патоцист: комплект,pathocyst_set
сфокусированная стрела,concentrated_arrow
эш прайм: комплект,ash_prime_set
лимбо прайм: нейрооптика (чертеж),limbo_prime_neuroptics_blueprint
перенос энергии,energy_transfer
кават: смита: отпечаток,smeeta_kavat_imprint
хрома прайм (чертеж),chroma_prime_blueprint
скульптура аятан: замбука,ayatan_zambuka_sculpture
автоматический взлом,auto_breach
без следа,untraceable
воум,vome
фэз,fass
парные гадюки призрак: стволы,twin_vipers_wraith_barrels
тист-маркиз,marquise_thyst
сахаса кубрау: отпечаток,sahasa_kubrow_imprint
хурас кубрау: отпечаток,huras_kubrow_imprint
гоблитовы слёзы,goblite_tears
нитроускорение,nitro_boost
экстремальная скорость,extreme_velocity
пакс заряд,pax_charge
миса прайм: комплект,mesa_prime_set
миса прайм : система (чертеж),mesa_prime_systems_blueprint
миса прайм: каркас (чертеж),mesa_prime_chassis_blueprint
возвращение волхва,magus_revert
стазис нарушителей,intruder_stasis
гиператака,hyperstrike
хищник,predator
коническое сопло,conic_nozzle
перезаряд,ripload
флюгер (чертеж),pennant_blueprint
в строй,form_up
кэллор (чертеж),quellor_blueprint
самонаводящийся залп,seeker_volley
реактивный шторм,reactive_storm
синоидальный симулор,synoid_simulor
рубико прайм (чертеж),rubico_prime_blueprint
тринити прайм: каркас (чертеж),trinity_prime_chassis_blueprint
растущая мощь,growing_power
кровь за жизнь,blood_for_life
джаху,jahu
риз,ris
нетра,netra
ивара прайм (чертеж),ivara_prime_blueprint
аксомати прайм (чертеж),aksomati_prime_blueprint
шиду: рукоять,shedu_handle
спектра вандал: ствол,spectra_vandal_barrel
васка кават: отпечаток,vasca_kavat_imprint
крушитель прайм: орокин,primed_smite_corrupted
локатор: нейроптика гренделя,grendel_neuroptics_locator
фронтальная артиллерия,forward_artillery
вихрь амуниции,munitions_vortex
сцена: покои лотос,chamber_of_the_lotus_scene
ищущий сюрикен,seeking_shuriken
шокирующее ускорение,shocking_speed
мистический мститель,arcane_avenger
некрос прайм: комплект,nekros_prime_set
мистический призрак,arcane_phantasm
некрос прайм: система (чертеж),nekros_prime_systems_blueprint
хрома прайм: система (чертеж),chroma_prime_systems_blueprint
последний герольд,last_herald
мистический гнев,arcane_rage
хрома прайм: каркас (чертеж),chroma_prime_chassis_blueprint
галатин прайм: комплект,galatine_prime_set
хрома прайм: нейрооптика (чертеж),chroma_prime_neuroptics_blueprint
акджагара прайм (чертеж),akjagara_prime_blueprint
штамм заражения,strain_infection
быстрое отступление,quick_escape
воронка бездны,void_hole
цветение смерти,death_blossom
сцена: алтарь владеющих разумом,sentient_altar_scene
зайлок,zylok
галатин прайм: рукоять,galatine_prime_handle
ледяное прибытие,cold_arrival
дразнящее возмездие,vexing_retaliation
блокирование волхва,magus_lockdown
чеса кубрау: отпечаток,chesa_kubrow_imprint
ракта кернунн,rakta_cernos
рывок ввысь,pop_top
парные камы прайм: лезвие,dual_kamas_prime_blade
сдержанное скольжение,controlled_slide
лечебный выстрел,mending_shot
нерушимый полет,ironclad_flight
панголин прайм: рукоять,pangolin_prime_handle
коринф прайм: комплект,corinth_prime_set
панголин прайм (чертеж),pangolin_prime_blueprint
перегружатель,overloader
коринф прайм: ствол,corinth_prime_barrel
коринф прайм: приёмник,corinth_prime_receiver
повреждённый каркас некрамеха,damaged_necramech_casing
звездчатый некратин,stellated_necrathene
очищенный дагоник,purged_dagonic
переливание,transfusion
карнис: панцирь,carnis_carapace
джугулюс: панцирь,jugulus_carapace
пронырливая деградация,sly_devolution
взрывной щит,blast_shield
лечебный мицелий,iatric_mycelium
сцена: хранилище деймоса,deimos_vault_scene
сцена: камера деймоса,deimos_chamber_scene
сцена: прорыв на деймосе,deimos_breakthrough_scene
обтекаемость некрамеха,necramech_streamline
сцена: грузовой отсек галеона гринир,grineer_galleon_cargo_scene
сцена орбитера,orbiter_scene
сцена: батарея артиллерии,artillery_battery_scene
сцена: катакомбы деймоса,deimos_catacombs_scene
сцена: туннели деймоса,deimos_tunnels_scene
дамзав-вати,damzav_vati
хата-сатья,hata_satya
зазват-кар,zazvat_kar
сцена: хранилище корпуса,corpus_depository_scene
гидравлика некрамеха,necramech_hydraulics
блиц некрамеха,necramech_blitz
сцена: газовый город - распределение элементов,gas_city_element_distribution_scene
ярость некрамеха,necramech_fury
сцена: падение деймоса,deimos_downfall_scene
гуаньдао прайм: клинок,guandao_prime_blade
закти прайм (чертеж),zakti_prime_blueprint
гуаньдао прайм: рукоять,guandao_prime_handle
закти прайм: ствол,zakti_prime_barrel
нэчжа прайм: система (чертеж),nezha_prime_systems_blueprint
нэчжа прайм: каркас (чертеж),nezha_prime_chassis_blueprint
закти прайм: приёмник,zakti_prime_receiver
нэчжа прайм: нейрооптика (чертеж),nezha_prime_neuroptics_blueprint
нэчжа прайм: комплект,nezha_prime_set
дрейф некрамеха,necramech_drift
споротрикс: приклад,sporothrix_stock
арум спиноза: заклепка,arum_spinosa_rivet
симбиоз мученика,martyr_symbiosis
трение некрамеха,necramech_friction
ремонт некрамеха,necramech_repair
войдриг: каркас,voidrig_casing
морга: комплект,morgha_set
лацера кита (чертеж),ceti_lacera_blueprint
гнев некрамеха,necramech_rage
морга: ствол,morgha_barrel
войдриг: капсула,voidrig_capsule
басму (чертеж),basmu_blueprint
войдриг: оружейная капсула,voidrig_weapon_pod
седо (чертеж),cedo_blueprint
октавия прайм (чертеж),octavia_prime_blueprint
тенора прайм (чертеж),tenora_prime_blueprint
тенора прайм: приёмник,tenora_prime_receiver
пандеро прайм: комплект,pandero_prime_set
тенора прайм: приклад,tenora_prime_stock
тенора прайм: комплект,tenora_prime_set
пандеро прайм: ствол,pandero_prime_barrel
тенора прайм: ствол,tenora_prime_barrel
октавия прайм: каркас (чертеж),octavia_prime_chassis_blueprint
октавия прайм: нейрооптика (чертеж),octavia_prime_neuroptics_blueprint
пандеро прайм: приёмник,pandero_prime_receiver
октавия прайм: система (чертеж),octavia_prime_systems_blueprint
пандеро прайм (чертеж),pandero_prime_blueprint
октавия прайм: комплект,octavia_prime_set
ледяное прикосновение прайм,primed_chilling_grasp
равновесие (steam pinnacle pack),equilibrium_(steam_pinnacle_pack)
метка зверя,mark_of_the_beast
темница нихила (ключ),nihils_oubliette_(key)
маячок бездны баро (ключ),baro_void_signal_(key)
реликвия реквием iv,requiem_iv_relic
реликвия реквием iii,requiem_iii_relic
реликвия реквием ii,requiem_ii_relic
реликвия реквием i,requiem_i_relic
реликвия акси h3,axi_h3_relic
реликвия акси o2,axi_o2_relic
реликвия акси k2,axi_k2_relic
реликвия акси r1,axi_r1_relic
реликвия акси b2,axi_b2_relic
реликвия акси l5,axi_l5_relic
реликвия акси p1,axi_p1_relic
реликвия акси m1,axi_m1_relic
реликвия акси d1,axi_d1_relic
реликвия акси g2,axi_g2_relic
реликвия акси o1,axi_o1_relic
реликвия акси v8,axi_v8_relic
реликвия акси h2,axi_h2_relic
реликвия акси c2,axi_c2_relic
реликвия акси a10,axi_a10_relic
реликвия акси t5,axi_t5_relic
реликвия акси t4,axi_t4_relic
реликвия акси g4,axi_g4_relic
реликвия акси h1,axi_h1_relic
реликвия акси s5,axi_s5_relic
реликвия акси v9,axi_v9_relic
реликвия акси e2,axi_e2_relic
реликвия акси s3,axi_s3_relic
реликвия акси b1,axi_b1_relic
реликвия акси e1,axi_e1_relic
реликвия акси a2,axi_a2_relic
реликвия акси t6,axi_t6_relic
реликвия акси c6,axi_c6_relic
реликвия акси w2,axi_w2_relic
реликвия акси a13,axi_a13_relic
реликвия акси o5,axi_o5_relic
реликвия акси s6,axi_s6_relic
реликвия акси c1,axi_c1_relic
реликвия акси s8,axi_s8_relic
реликвия акси v10,axi_v10_relic
реликвия акси s7,axi_s7_relic
реликвия акси z1,axi_z1_relic
реликвия акси v5,axi_v5_relic
реликвия акси a3,axi_a3_relic
реликвия акси v7,axi_v7_relic
реликвия акси c4,axi_c4_relic
реликвия акси l3,axi_l3_relic
реликвия акси h4,axi_h4_relic
реликвия акси r2,axi_r2_relic
реликвия акси a5,axi_a5_relic
реликвия акси s4,axi_s4_relic
реликвия акси v4,axi_v4_relic
реликвия акси l4,axi_l4_relic
реликвия акси a4,axi_a4_relic
реликвия акси l2,axi_l2_relic
реликвия акси o3,axi_o3_relic
реликвия акси k3,axi_k3_relic
реликвия акси g1,axi_g1_relic
реликвия акси t1,axi_t1_relic
реликвия акси a9,axi_a9_relic
реликвия акси p3,axi_p3_relic
реликвия акси d2,axi_d2_relic
реликвия акси b3,axi_b3_relic
реликвия акси a8,axi_a8_relic
реликвия акси w1,axi_w1_relic
реликвия акси b4,axi_b4_relic
реликвия акси c5,axi_c5_relic
реликвия акси a11,axi_a11_relic
реликвия акси n3,axi_n3_relic
реликвия акси v6,axi_v6_relic
реликвия акси n5,axi_n5_relic
реликвия акси n4,axi_n4_relic
реликвия акси v3,axi_v3_relic
реликвия акси n2,axi_n2_relic
реликвия акси v2,axi_v2_relic
реликвия акси k5,axi_k5_relic
реликвия акси t2,axi_t2_relic
реликвия акси s2,axi_s2_relic
реликвия акси l1,axi_l1_relic
реликвия акси a1,axi_a1_relic
реликвия акси n1,axi_n1_relic
реликвия акси o4,axi_o4_relic
реликвия акси k4,axi_k4_relic
реликвия акси c3,axi_c3_relic
реликвия акси k1,axi_k1_relic
реликвия акси a12,axi_a12_relic
реликвия акси h5,axi_h5_relic
реликвия акси v1,axi_v1_relic
реликвия акси t3,axi_t3_relic
реликвия акси g3,axi_g3_relic
реликвия акси r3,axi_r3_relic
реликвия акси a6,axi_a6_relic
реликвия акси p2,axi_p2_relic
реликвия акси a7,axi_a7_relic
реликвия акси n6,axi_n6_relic
реликвия акси s1,axi_s1_relic
реликвия нео z1,neo_z1_relic
реликвия нео b4,neo_b4_relic
реликвия нео k1,neo_k1_relic
реликвия нео n7,neo_n7_relic
реликвия нео b3,neo_b3_relic
реликвия нео n6,neo_n6_relic
реликвия нео r2,neo_r2_relic
реликвия нео z3,neo_z3_relic
реликвия нео s12,neo_s12_relic
реликвия нео b2,neo_b2_relic
реликвия нео o1,neo_o1_relic
реликвия нео s6,neo_s6_relic
реликвия нео v5,neo_v5_relic
реликвия нео r4,neo_r4_relic
реликвия нео m3,neo_m3_relic
реликвия нео p1,neo_p1_relic
реликвия нео i2,neo_i2_relic
реликвия нео b1,neo_b1_relic
реликвия нео s13,neo_s13_relic
реликвия нео n5,neo_n5_relic
реликвия нео r1,neo_r1_relic
реликвия нео t1,neo_t1_relic
реликвия нео s5,neo_s5_relic
реликвия нео n15,neo_n15_relic
реликвия нео b7,neo_b7_relic
реликвия нео p2,neo_p2_relic
реликвия нео z7,neo_z7_relic
реликвия нео n14,neo_n14_relic
реликвия нео g3,neo_g3_relic
реликвия нео n11,neo_n11_relic
реликвия нео n4,neo_n4_relic
реликвия нео v9,neo_v9_relic
реликвия нео n12,neo_n12_relic
реликвия нео e2,neo_e2_relic
реликвия нео z6,neo_z6_relic
реликвия нео s14,neo_s14_relic
реликвия нео n13,neo_n13_relic
реликвия нео d2,neo_d2_relic
реликвия нео v4,neo_v4_relic
реликвия нео v6,neo_v6_relic
реликвия нео m1,neo_m1_relic
реликвия нео s9,neo_s9_relic
реликвия нео m2,neo_m2_relic
реликвия нео z2,neo_z2_relic
реликвия нео n9,neo_n9_relic
реликвия нео a1,neo_a1_relic
реликвия нео v8,neo_v8_relic
реликвия нео b5,neo_b5_relic
реликвия нео v7,neo_v7_relic
реликвия нео n8,neo_n8_relic
реликвия нео l1,neo_l1_relic
реликвия нео v3,neo_v3_relic
реликвия нео v2,neo_v2_relic
реликвия нео g2,neo_g2_relic
реликвия нео r3,neo_r3_relic
реликвия нео z5,neo_z5_relic
реликвия нео i1,neo_i1_relic
реликвия нео t3,neo_t3_relic
реликвия нео n3,neo_n3_relic
реликвия нео h1,neo_h1_relic
реликвия нео s8,neo_s8_relic
реликвия нео s7,neo_s7_relic
реликвия нео s3,neo_s3_relic
реликвия нео d1,neo_d1_relic
реликвия нео c1,neo_c1_relic
реликвия нео n10,neo_n10_relic
реликвия нео s11,neo_s11_relic
реликвия нео e1,neo_e1_relic
реликвия нео f1,neo_f1_relic
реликвия нео v1,neo_v1_relic
реликвия нео n2,neo_n2_relic
реликвия нео h2,neo_h2_relic
реликвия нео a2,neo_a2_relic
реликвия нео g1,neo_g1_relic
реликвия нео k2,neo_k2_relic
реликвия нео n1,neo_n1_relic
реликвия нео b6,neo_b6_relic
реликвия нео s2,neo_s2_relic
реликвия нео a3,neo_a3_relic
реликвия нео z4,neo_z4_relic
реликвия нео t2,neo_t2_relic
реликвия нео a4,neo_a4_relic
реликвия нео s10,neo_s10_relic
реликвия нео s1,neo_s1_relic
реликвия мезо t2,meso_t2_relic
реликвия мезо t1,meso_t1_relic
реликвия мезо o2,meso_o2_relic
реликвия мезо s6,meso_s6_relic
реликвия мезо m1,meso_m1_relic
реликвия мезо v5,meso_v5_relic
реликвия мезо n7,meso_n7_relic
реликвия мезо k2,meso_k2_relic
реликвия мезо a2,meso_a2_relic
реликвия мезо n4,meso_n4_relic
реликвия мезо s5,meso_s5_relic
реликвия мезо o1,meso_o1_relic
реликвия мезо c5,meso_c5_relic
реликвия мезо r3,meso_r3_relic
реликвия мезо e4,meso_e4_relic
реликвия мезо v4,meso_v4_relic
реликвия мезо n8,meso_n8_relic
реликвия мезо s4,meso_s4_relic
реликвия мезо n6,meso_n6_relic
реликвия мезо n3,meso_n3_relic
реликвия мезо f2,meso_f2_relic
реликвия мезо t4,meso_t4_relic
реликвия мезо d6,meso_d6_relic
реликвия мезо p4,meso_p4_relic
реликвия мезо o4,meso_o4_relic
реликвия мезо s3,meso_s3_relic
реликвия мезо n11,meso_n11_relic
реликвия мезо d5,meso_d5_relic
реликвия мезо g2,meso_g2_relic
реликвия мезо c6,meso_c6_relic
реликвия мезо v3,meso_v3_relic
реликвия мезо k1,meso_k1_relic
реликвия мезо h1,meso_h1_relic
реликвия мезо m2,meso_m2_relic
реликвия мезо a1,meso_a1_relic
реликвия мезо z2,meso_z2_relic
реликвия мезо p1,meso_p1_relic
реликвия мезо b3,meso_b3_relic
реликвия мезо c2,meso_c2_relic
реликвия мезо o3,meso_o3_relic
реликвия мезо s7,meso_s7_relic
реликвия мезо b2,meso_b2_relic
реликвия мезо z1,meso_z1_relic
реликвия мезо d2,meso_d2_relic
реликвия мезо f1,meso_f1_relic
реликвия мезо s2,meso_s2_relic
реликвия мезо l1,meso_l1_relic
реликвия мезо c4,meso_c4_relic
реликвия мезо r2,meso_r2_relic
реликвия мезо n9,meso_n9_relic
реликвия мезо b4,meso_b4_relic
реликвия мезо i1,meso_i1_relic
реликвия мезо k3,meso_k3_relic
реликвия мезо n10,meso_n10_relic
реликвия мезо p3,meso_p3_relic
реликвия мезо p2,meso_p2_relic
реликвия мезо s1,meso_s1_relic
реликвия мезо g1,meso_g1_relic
реликвия мезо c3,meso_c3_relic
реликвия мезо n5,meso_n5_relic
реликвия мезо v1,meso_v1_relic
реликвия мезо b1,meso_b1_relic
реликвия мезо e2,meso_e2_relic
реликвия мезо z3,meso_z3_relic
реликвия мезо m3,meso_m3_relic
реликвия мезо f3,meso_f3_relic
реликвия мезо e1,meso_e1_relic
реликвия мезо n2,meso_n2_relic
реликвия мезо v2,meso_v2_relic
реликвия мезо r1,meso_r1_relic
реликвия мезо d3,meso_d3_relic
реликвия мезо t3,meso_t3_relic
реликвия мезо s8,meso_s8_relic
реликвия мезо c1,meso_c1_relic
реликвия мезо e5,meso_e5_relic
реликвия мезо n1,meso_n1_relic
реликвия мезо e3,meso_e3_relic
реликвия мезо d4,meso_d4_relic
реликвия мезо w1,meso_w1_relic
реликвия мезо v6,meso_v6_relic
реликвия мезо s9,meso_s9_relic
реликвия мезо d1,meso_d1_relic
реликвия лит h2,lith_h2_relic
реликвия лит z1,lith_z1_relic
реликвия лит b1,lith_b1_relic
реликвия лит a2,lith_a2_relic
реликвия лит l1,lith_l1_relic
реликвия лит w1,lith_w1_relic
реликвия лит v4,lith_v4_relic
реликвия лит s6,lith_s6_relic
реликвия лит n3,lith_n3_relic
реликвия лит n4,lith_n4_relic
реликвия лит m5,lith_m5_relic
реликвия лит c6,lith_c6_relic
реликвия лит c5,lith_c5_relic
реликвия лит v6,lith_v6_relic
реликвия лит v3,lith_v3_relic
реликвия лит b4,lith_b4_relic
реликвия лит n2,lith_n2_relic
реликвия лит g1,lith_g1_relic
реликвия лит i1,lith_i1_relic
реликвия лит t5,lith_t5_relic
реликвия лит g3,lith_g3_relic
реликвия лит b8,lith_b8_relic
реликвия лит d4,lith_d4_relic
реликвия лит t3,lith_t3_relic
реликвия лит s9,lith_s9_relic
реликвия лит s5,lith_s5_relic
реликвия лит c7,lith_c7_relic
реликвия лит k4,lith_k4_relic
реликвия лит t4,lith_t4_relic
реликвия лит n6,lith_n6_relic
реликвия лит b7,lith_b7_relic
реликвия лит p5,lith_p5_relic
реликвия лит d3,lith_d3_relic
реликвия лит n5,lith_n5_relic
реликвия лит p4,lith_p4_relic
реликвия лит s4,lith_s4_relic
реликвия лит s7,lith_s7_relic
реликвия лит c2,lith_c2_relic
реликвия лит k2,lith_k2_relic
реликвия лит b6,lith_b6_relic
реликвия лит m3,lith_m3_relic
реликвия лит c4,lith_c4_relic
реликвия лит m2,lith_m2_relic
реликвия лит v2,lith_v2_relic
реликвия лит o2,lith_o2_relic
реликвия лит p1,lith_p1_relic
реликвия лит t2,lith_t2_relic
реликвия лит v5,lith_v5_relic
реликвия лит b3,lith_b3_relic
реликвия лит n1,lith_n1_relic
реликвия лит k1,lith_k1_relic
реликвия лит c1,lith_c1_relic
реликвия лит w2,lith_w2_relic
реликвия лит s10,lith_s10_relic
реликвия лит p3,lith_p3_relic
реликвия лит d2,lith_d2_relic
реликвия лит m6,lith_m6_relic
реликвия лит s3,lith_s3_relic
реликвия лит h1,lith_h1_relic
реликвия лит b2,lith_b2_relic
реликвия лит t1,lith_t1_relic
реликвия лит a1,lith_a1_relic
реликвия лит m1,lith_m1_relic
реликвия лит p2,lith_p2_relic
реликвия лит a3,lith_a3_relic
реликвия лит m4,lith_m4_relic
реликвия лит g2,lith_g2_relic
реликвия лит f2,lith_f2_relic
реликвия лит v1,lith_v1_relic
реликвия лит b5,lith_b5_relic
реликвия лит c3,lith_c3_relic
реликвия лит z2,lith_z2_relic
реликвия лит o1,lith_o1_relic
реликвия лит f1,lith_f1_relic
реликвия лит m7,lith_m7_relic
реликвия лит k5,lith_k5_relic
реликвия лит s2,lith_s2_relic
реликвия лит k3,lith_k3_relic
реликвия лит d1,lith_d1_relic
реликвия лит l2,lith_l2_relic
реликвия лит s8,lith_s8_relic
реликвия лит v8,lith_v8_relic
реликвия лит v7,lith_v7_relic
реликвия лит s1,lith_s1_relic
аквапульма,aquapulmo
остимир,ostimyr
витреоспин,vitreospina
криптозакт,cryptosuctus
барбистео,barbisteo
кимэрос,kymaeros
амниофиз,amniophysi
лоботрисцид,lobotriscid
флагеллокант,flagellocanth
глютинокс,glutinox
миксостомат,myxostomata
дуроид,duroid
чандрикорд,chondricord
угорь чарка,charc_eel
гуполла,goopolla
мюркрей,murkray
шаррака,sharrac
каркина,karkina
рыба-пасть,mawfish
кхут-кхут,khut_khut
йогвун,yogwun
тралок,tralok
мортус рогозуб,mortus_lungfish
глаппида,glappid
норга,norg
кутол,cuthol
тинокрут,mirewinder
сапкадди,sapcaddy
глаз-глаз,eye_eye
эхокрут,echowinder
каменщик,brickie
криллер,kriller
синафида,synathid
карамот,charamote
тромазон,tromyzon
скребок,scrubber
тинк,tink
рекастер,recaster
длиннокрут,longwinder
кровоизлияние,hemorrhage
авто омни,auto_omni
погребальная резня,votive_onslaught
кордон,cordon
внутреннее кровотечение,internal_bleeding
укрепляющий огонь,fortifying_fire
наутилус: мозг,nautilus_cerebrum
наутилус (чертеж),nautilus_blueprint
защитный выстрел,protective_shots
кровавое помрачение,crimson_fugue
карающие боеголовки,scourging_warheads
мучение червя,worms_torment
оборонительный огонь,defensive_fire
матрица подстройки оргона,orgone_tuning_matrix
матрица неукротимости,indomitable_matrix
наутилус: комплект,nautilus_set
матрица нерушимости,ironclad_matrix
немезида грэнума,granums_nemesis
матрица натиска,onslaught_matrix
генератор помех,waveband_disruptor
наутилус: панцирь,nautilus_carapace
матрица рейдера,raider_matrix
пламя феникса,phoenix_blaze
наутилус: система,nautilus_systems
пента кармин: приёмник,carmine_penta_receiver
пента кармин: приклад,carmine_penta_stock
пента кармин: ствол,carmine_penta_barrel
пента кармин (чертеж),carmine_penta_blueprint
пента кармин: комплект,carmine_penta_set
атодай (чертеж),athodai_blueprint
атодай: ствол,athodai_barrel
атодай: приёмник,athodai_receiver
атодай: комплект,athodai_set
халикар призрак,halikar_wraith
эпитаф: приёмник,epitaph_receiver
эпитаф: комплект,epitaph_set
эпитаф: ствол,epitaph_barrel
эпитаф (чертеж),epitaph_blueprint
сцена: деймос - глубины,deimos_depths_scene
сцена: сердце деймоса,deimos_heart_scene
сцена: деймос - воронка,deimos_cenote_scene
сцена: деймос - потайное место,deimos_crypt_scene
сцена: голограмма заражённого корабля,infested_ship_hologram_scene
сцена: на холодном дне,the_cold_below_scene
сцена: заброшенный деймос,deimos_forsaken_scene
сцена: деймос - мембрана,deimos_membrane_scene
сцена: деймос - грань,deimos_verge_scene
реликвия акси g5,axi_g5_relic
реликвия нео k3,neo_k3_relic
реликвия нео z8,neo_z8_relic
реликвия мезо r4,meso_r4_relic
реликвия лит c8,lith_c8_relic
реликвия лит t6,lith_t6_relic
сцена: сатурн 6,saturn_six_scene
реликвия мезо p5,meso_p5_relic
реликвия лит k6,lith_k6_relic
реликвия акси g6,axi_g6_relic
вольнус прайм: рукоять,volnus_prime_handle
вольнус прайм: молот,volnus_prime_head
реликвия нео t4,neo_t4_relic
реликвия мезо t5,meso_t5_relic
реликвия мезо z4,meso_z4_relic
реликвия нео v10,neo_v10_relic
гара прайм (чертеж),gara_prime_blueprint
вольнус прайм: комплект,volnus_prime_set
гара прайм: комплект,gara_prime_set
гара прайм: нейрооптика (чертеж),gara_prime_neuroptics_blueprint
гара прайм: система (чертеж),gara_prime_systems_blueprint
астилла прайм (чертеж),astilla_prime_blueprint
реликвия акси n7,axi_n7_relic
астилла прайм: приёмник,astilla_prime_receiver
астилла прайм: ствол,astilla_prime_barrel
астилла прайм: комплект,astilla_prime_set
реликвия лит a4,lith_a4_relic
реликвия акси i1,axi_i1_relic
астилла прайм: приклад,astilla_prime_stock
вольнус прайм (чертеж),volnus_prime_blueprint
реликвия нео a5,neo_a5_relic
гара прайм: каркас (чертеж),gara_prime_chassis_blueprint
реликвия лит g4,lith_g4_relic
ремонтный диспенсарий,repair_dispensary
тактическая помпа прайм,primed_tactical_pump
воздушные порывы,airburst_rounds
реликвия нео d3,neo_d3_relic
смешанный резервуар,fused_reservoir
сытная подпитка,hearty_nourishment
реликвия акси t7,axi_t7_relic
мачете призма,prisma_machete
оптикор вандал,opticor_vandal
гальванизированный ад,galvanized_hell
вредоносный код,malicious_code
лапки: цела (чертеж),cela_bracket_blueprint
непрямое отрицание,evasive_denial
гальванизированный двойной ствол,galvanized_diffusion
мгновенное милосердие,swift_mercy
стабилизатор: ванц (чертеж),wanz_stabilizer_blueprint
гальванизированная боеспособность,galvanized_aptitude
лапки: зубб (чертеж),zubb_bracket_blueprint
гончая: хек (чертеж),hec_hound_blueprint
гальванизированный прицел,galvanized_scope
гальванизированное ускорение,galvanized_acceleration
истощение энергии,power_drain
противовес,counterbalance
стабилизатор: хинта,hinta_stabilizer
аудит соглашения,repo_audit
гальванизированные перекрестия,galvanized_crosshairs
ядро: гармр (чертеж),garmr_core_blueprint
целевой проспект,focused_prospectus
гончая: дорма (чертеж),dorma_hound_blueprint
аппаратный сброс,hard_reset
гончая: бхайра (чертеж),bhaira_hound_blueprint
гальванизированный выстрел,galvanized_shot
рефлекторное отрицание,reflex_denial
ядро: адлет (чертеж),adlet_core_blueprint
воздушный проспект,aerial_prospectus
синергетический проспект,synergized_prospectus
стабилизатор: фрак (чертеж),frak_stabilizer_blueprint
ядро: райджу (чертеж),raiju_core_blueprint
файрвол,firewall
гальванизированное оглушение,galvanized_savvy
лапки: урга (чертеж),urga_bracket_blueprint
нулевой аудит,null_audit
аул,oull
диверсифицированное отрицание,diversified_denial
равновесный аудит,equilibrium_audit
гальванизированный патронник,galvanized_chamber
жест: новая лока - бой,new_loka_combat_emote
жест: цефалон суда - пилотирование,cephalon_suda_piloting_emote
нагрудник: красная вуаль,red_veil_chest_piece
жест: перрин - пилотирование,perrin_piloting_emote
нагрудник: суда,suda_chest_piece
жест: арбитры - пилотирование,arbiters_piloting_emote
наголенники: красная вуаль,red_veil_knee_guards
вторичная безжалостность,secondary_merciless
основная безжалостность,primary_merciless
нагрудник: меридиан,meridian_chest_plate
meridian armor set,meridian_armor_set
наплечники: меридиан,meridian_arm_spurs
жест: цефалон суда - артиллерия,cephalon_suda_gunnery_emote
наголенники: солярис,solaris_leg_spurs
наголенники: лока,lokan_knee_spurs
жест: арбитры - бой,arbiters_combat_emote
жест: стальной меридиан - бой,steel_meridian_combat_emote
жест: стальной меридиан - пилотирование,steel_meridian_piloting_emote
вторичная ловкость,secondary_dexterity
наплечники: лока,lokan_arm_plates
наголенники: суда,suda_leg_spurs
жест: стальной меридиан - выносливость,steel_meridian_endurance_emote
набор брони: перрин,perrin_armor_set
нагрудник: острон,ostron_chest_guard
жест: цефалон суда - выносливость,cephalon_suda_endurance_emote
наголенники: перрин,perrin_leg_guards
нагрудник: гексис,hexis_chest_plate
наплечники: суда,suda_arm_spurs
набор брони: суда,suda_armor_set
нагрудник: перрин,perrin_chest_piece
жест: перрин - выносливость,perrin_endurance_emote
наплечники: гексис,hexis_arm_plates
нагрудник: солярис,solaris_chest_marker
набор брони: солярис,solaris_armor_set
жест: красная вуаль - инженерия,red_veil_engineering_emote
жест: новая лока - инженерия,new_loka_engineering_emote
наплечники: красная вуаль,red_veil_arm_insignia
набор брони: локан,lokan_armor_set
жест: новая лока - пилотирование,new_loka_piloting_emote
наплечники: солярис,solaris_arm_guards
жест: арбитры - инженерия,arbiters_engineering_emote
набор брони: острон,ostron_armor_set
наплечники: перрин,perrin_arm_guards
