ko,slug
림보 프라임 세트,limbo_prime_set
파티션드 말렛,partitioned_mallet
트라페지움 제노라스트,trapezium_xenorhast
주스,juice
삭숨 쏘락스,saxum_thorax
네크라메크 프레셔 포인트,necramech_pressure_point
네크라메크 바이탈리티,necramech_vitality
드레이닝 바이트,draining_bite
네크라메크 슬립스트림,necramech_slipstream
어시딕 스피틀,acidic_spittle
엔도패러시틱 벡터,endoparasitic_vector
네크라메크 쓰러스터,necramech_thrusters
손상된 네크라메크 웨폰 포드,damaged_necramech_weapon_pod
패시티드 티아메트라이트,faceted_tiametrite
손상된 네크라메크 엔진,damaged_necramech_engine
밤 더 랜딩,bomb_the_landin
아야탄 사흐 조각상,ayatan_sah_sculpture
레드 베일 개조 모드,red_veil_augment_mod
커닝 아스펙트,cunning_aspect
리플렉트,reflect
렌딩 윈드,rending_wind
코르바스 리시버,corvas_receiver
노블 케이던스,noble_cadence
써마그네틱 쉘즈,thermagnetic_shells
코르바스 스톡,corvas_stock
키네틱 리코셰,kinetic_ricochet
모탈 컨덕트,mortal_conduct
패리,parry
시카루스 프라임 설계도,sicarus_prime_blueprint
고르곤 레이스 세트,gorgon_wraith_set
라이징 스킬,rising_skill
프랙쳐링 크러쉬,fracturing_crush
팽 프라임 설계도,fang_prime_blueprint
레이디언트 피니쉬,radiant_finish
페로시티,ferocity
자이포스 세트,xiphos_set
하이 볼티지,high_voltage
바우반 프라임 섀시 설계도,vauban_prime_chassis_blueprint
리차지 배리어,recharge_barrier
템퍼드 바운드,tempered_bound
포커스드 액셀러레이션,focused_acceleration
콜리전 포스,collision_force
래트론 프라임 설계도,latron_prime_blueprint
브래튼 프라임 설계도,braton_prime_blueprint
디파일드 스냅드래곤,defiled_snapdragon
니카나 프라임 힐트,nikana_prime_hilt
리쿠퍼레이트,recuperate
니카나 프라임 세트,nikana_prime_set
바이탈 센스,vital_sense
발키르 프라임 시스템 설계도,valkyr_prime_systems_blueprint
싱가스 세트,cyngas_set
브로큰 워 세트,broken_war_set
벤카 프라임 건틀렛,venka_prime_gauntlet
카스자스 세트,kaszas_set
벨로시투스 세트,velocitus_set
플럭투스 세트,fluctus_set
듀얼 데큐리온 세트,dual_decurion_set
브로드 아이,broad_eye
볼티지 시퀀스,voltage_sequence
아크브롱코 프라임 설계도,akbronco_prime_blueprint
크라이오 라운즈,cryo_rounds
사일런트 배터리,silent_battery
파이드라 리시버,phaedra_receiver
유포나 프라임 리시버,euphona_prime_receiver
트랜지언트 포티튜드,transient_fortitude
콘커션 라운즈,concussion_rounds
하울,howl
악쿠자 핸들,agkuza_handle
캐리어 프라임 시스템,carrier_prime_systems
코버트 리썰리티,covert_lethality
페더드 에로우,feathered_arrows
로디드 커패시티,loaded_capacity
루즈 체임버,loose_chamber
아머드 이베이드,armored_evade
나노-어플리케이터,nano_applicator
포커스드 디펜스,focused_defense
가이디드 오드넌스,guided_ordnance
스트런 레이스 설계도,strun_wraith_blueprint
타이타닉 럼블러,titanic_rumbler
스피라 프라임 설계도,spira_prime_blueprint
스피라 프라임 세트,spira_prime_set
쉬브 블레이드,sheev_blade
쉬브 히트싱크,sheev_heatsink
쉬브 세트,sheev_set
럼블드,rumbled
스나이프트론 반달 설계도,snipetron_vandal_blueprint
헌터스 본소우,hunters_bonesaw
벨로시투스 배럴,velocitus_barrel
톡신 레지스턴스,toxin_resistance
나미 스카일라 프라임 세트,nami_skyla_prime_set
크로넨 프라임 세트,kronen_prime_set
헬리오스 프라임 시스템,helios_prime_systems
익스텐드,extend
프라임드 피버 스트라이크,primed_fever_strike
엑소디아 컨테이젼,exodia_contagion
티버론 프라임 세트,tiberon_prime_set
엑소디아 에피데믹,exodia_epidemic
미라지 프라임 시스템 설계도,mirage_prime_systems_blueprint
미라지 프라임 설계도,mirage_prime_blueprint
프라임드 퀵드로우,primed_quickdraw
메카 리차지,mecha_recharge
신스 파이버,synth_fiber
허쉬,hush
프레거 프라임 헤드,fragor_prime_head
트램플,trample
메탈 어거,metal_auger
마스터 시프,master_thief
크라이오 코팅,cryo_coating
버스팅 매스,bursting_mass
티페도 프라임 세트,tipedo_prime_set
트루 스틸,true_steel
포 라이더스,four_riders
벡티스 프라임 설계도,vectis_prime_blueprint
애니멀 인스팅트,animal_instinct
컴버스쳔 빔,combustion_beam
하르코나르 스코프,harkonar_scope
가스 도시 통로 배경,gas_city_walkway_scene
가스 도시 막힌 출구 배경,gas_city_dead_exit_scene
에어로다이내믹,aerodynamic
아틀라스 프라임 세트,atlas_prime_set
텟코 프라임 블레이드,tekko_prime_blade
텟코 프라임 세트,tekko_prime_set
텟코 프라임 설계도,tekko_prime_blueprint
네크라메크 리다이렉션,necramech_redirection
손상된 네크라메크 웨폰 배럴,damaged_necramech_weapon_barrel
손상된 네크라메크 무기 세트,damaged_necramech_weapon_set
손상된 네크라메크 웨폰 리시버,damaged_necramech_weapon_receiver
인펙셔스 바이트,infectious_bite
패럴리틱 스포어즈,paralytic_spores
크레센트 디볼루션,crescent_devolution
팬저 디볼루션,panzer_devolution
애나볼릭 폴리네이션,anabolic_pollination
프리모 플레어,primo_flair
저귤러스 밥스,jugulus_barbs
삭숨 카라페이스,saxum_carapace
하드 인게이지,hard_engage
베이퍼 트레일,vapor_trail
삭숨 스피틀,saxum_spittle
손상된 네크라메크 웨폰 스톡,damaged_necramech_weapon_stock
네크라메크 리치,necramech_reach
네크라메크 컨티뉴어티,necramech_continuity
카보숑 엠볼로스,cabochon_embolos
네크라메크 스틸 파이버,necramech_steel_fiber
저귤러스 스파인즈,jugulus_spines
손상된 네크라메크 세트,damaged_necramech_set
퓨리파이드 헤시프론,purified_heciphron
바이럴 퀼스,viral_quills
카르니스 맨디블,carnis_mandible
손상된 네크라메크 포드,damaged_necramech_pod
네크라메크 리퓰,necramech_refuel
카르니스 스팅어,carnis_stinger
크레센트 차지,crescent_charge
서바이벌 인스팅트,survival_instinct
데이모스 지하 배경,deimos_underground_scene
데이모스 캠비온 퇴적지 배경,deimos_cambion_drift_scene
나타 프라임 설계도,nezha_prime_blueprint
관도 프라임 설계도,guandao_prime_blueprint
콤보 킬러,combo_killer
쓰랄 팩트,thrall_pact
크리티컬 서지,critical_surge
시오럼 디멀센트,theorem_demulcent
스포로트릭스 설계도,sporothrix_blueprint
네크라메크 이피션시,necramech_efficiency
시오럼 인펙션,theorem_infection
아룸 스피노사 설계도,arum_spinosa_blueprint
볼래틸 퀵 리턴,volatile_quick_return
블렌딩 탈론즈,blending_talons
아룸 스피노사 가드,arum_spinosa_guard
아룸 스피노사 세트,arum_spinosa_set
스포로트릭스 세트,sporothrix_set
레지듀얼 쇼크,residual_shock
프라임드 파이어스톰,primed_firestorm
프라임드 펄미네이션,primed_fulmination
본위도우 세트,bonewidow_set
본위도우 웨폰 포드,bonewidow_weapon_pod
본위도우 케이싱,bonewidow_casing
모르가 스톡,morgha_stock
코르테지 배럴,cortege_barrel
네크라메크 에너미 센스,necramech_enemy_sense
코르테지 스톡,cortege_stock
네크라메크 리뷰크,necramech_rebuke
코르테지 세트,cortege_set
본위도우 캡슐,bonewidow_capsule
보이드리그 세트,voidrig_set
네크라메크 에비에이터,necramech_aviator
아야탄 헤마카라 조각상,ayatan_hemakara_sculpture
프리즈마 듀얼 데큐리온,prisma_dual_decurions
세도 배럴,cedo_barrel
세도 리시버,cedo_receiver
세도 세트,cedo_set
미라지 프라임 섀시 설계도,mirage_prime_chassis_blueprint
코가케 프라임 설계도,kogake_prime_blueprint
호넷 스트라이크,hornet_strike
시바리스 프라임 스톡,sybaris_prime_stock
오어 게이즈,ore_gaze
비질란티 오펜스,vigilante_offense
마구스 리플레니쉬,magus_replenish
헌터 시너지,hunter_synergy
슬라이싱 페더,slicing_feathers
브래튼 반달 리시버,braton_vandal_receiver
브래튼 반달 스톡,braton_vandal_stock
페큘리어 블룸,peculiar_bloom
크로마 프라임 세트,chroma_prime_set
락사 쿠브로 임프린트,raksa_kubrow_imprint
루비코 프라임 세트,rubico_prime_set
그람 프라임 설계도,gram_prime_blueprint
앰부쉬,ambush
헌하우의 공간 배경,hunhows_chamber_scene
루아 저지 배경,lua_containment_scene
백은의 숲 성소 배경,silver_grove_shrine_scene
신스 리플렉스,synth_reflex
신스 디컨스트럭트,synth_deconstruct
페치,fetch
텍 인핸스,tek_enhance
크래슁 하복,crashing_havoc
스피라 프라임 파우치,spira_prime_pouch
트랜지스터 실드,transistor_shield
쉘 러쉬,shell_rush
쉬브 설계도,sheev_blueprint
쉬브 힐트,sheev_hilt
밴쉬 프라임 세트,banshee_prime_set
바우반 프라임 세트,vauban_prime_set
메사 왈츠,mesas_waltz
프레거 프라임 설계도,fragor_prime_blueprint
이나로스의 모래,sands_of_inaros
프레거 프라임 핸들,fragor_prime_handle
바우반 프라임 시스템 설계도,vauban_prime_systems_blueprint
스캐터링 인페르노,scattering_inferno
카스자스 핸들,kaszas_handle
테슬라 뱅크,tesla_bank
가이디드 에피지,guided_effigy
라스팅 코버넌트,lasting_covenant
레이저윙 블릿츠,razorwing_blitz
마구스 클라우드,magus_cloud
리벤지,revenge
커럽트 차지,corrupt_charge
이퀄리브리엄,equilibrium
캐리어 프라임 세레브럼,carrier_prime_cerebrum
파이널 하빈저,final_harbinger
버스튼 프라임 세트,burston_prime_set
로키 프라임 세트,loki_prime_set
노바 프라임 세트,nova_prime_set
닉스 프라임 세트,nyx_prime_set
소마 프라임 세트,soma_prime_set
트위치,twitch
베노머스 라이즈,venomous_rise
아드레날린 부스트,adrenaline_boost
블라인드 샷,blind_shot
킬 스위치,kill_switch
새린 프라임 섀시 설계도,saryn_prime_chassis_blueprint
헌터 뮤니션즈,hunter_munitions
티버론 프라임 리시버,tiberon_prime_receiver
미티어 뮤니션즈,meteor_munitions
아케인 액셀러레이션,arcane_acceleration
어거 시커,augur_seeker
모멘터리 퍼즈,momentary_pause
이터널 워,eternal_war
볼터 프라임 배럴,boltor_prime_barrel
글래디에이터 러쉬,gladiator_rush
비질란티 비거,vigilante_vigor
브래튼 프라임 리시버,braton_prime_receiver
오버차지 디텍터,overcharge_detectors
오버뷰,overview
프라이즈 킬,prize_kill
퀵 차지,quick_charge
프라임드 라이플 애모 뮤테이션,primed_rifle_ammo_mutation
레이저 뮤니션즈,razor_munitions
아케인 아라크네,arcane_arachne
아케인 모멘텀,arcane_momentum
아케인 프리시젼,arcane_precision
캄 & 프렌지,calm_and_frenzy
피스풀 프로보케이션,peaceful_provocation
새린 프라임 시스템 설계도,saryn_prime_systems_blueprint
델타 비컨,delta_beacon
니카나 프라임 설계도,nikana_prime_blueprint
리커버,recover
니카나 프라임 블레이드,nikana_prime_blade
파이로클라스틱 플로우,pyroclastic_flow
컨덕티브 블레이드,conductive_blade
제피르 프라임 뉴로옵틱스 설계도,zephyr_prime_neuroptics_blueprint
제피르 프라임 세트,zephyr_prime_set
내슁 파야라,gnashing_payara
크로넨 프라임 설계도,kronen_prime_blueprint
티버론 프라임 배럴,tiberon_prime_barrel
크로넨 프라임 블레이드,kronen_prime_blade
윈드 오브 퓨리티,winds_of_purity
레트리뷰션,retribution
라이브 와이어,live_wire
이바라 프라임 세트,ivara_prime_set
증명 조각,proof_fragment
임파워드 퀴버,empowered_quiver
인새셔블,insatiable
비거러스 스왑,vigorous_swap
아네믹 어질리티,anemic_agility
롤링 가드,rolling_guard
머즐 플래쉬,muzzle_flash
그리니어 숲 물 펌프 배경,grineer_forest_water_pump_scene
엑소디아 마이트,exodia_might
어벤징 트루스,avenging_truth
미라지 프라임 뉴로옵틱스 설계도,mirage_prime_neuroptics_blueprint
테신의 은신처 배경,teshins_refuge_scene
발리스티카 프라임 어퍼 림,ballistica_prime_upper_limb
듀얼 라운즈,dual_rounds
오르비우스 블레이드,orvius_blade
버든드 매거진,burdened_magazine
나미 스카일라 프라임 설계도,nami_skyla_prime_blueprint
소닉 부스트,sonic_boost
팍스 볼트,pax_bolt
아크자가라 프라임 세트,akjagara_prime_set
아크자가라 프라임 링크,akjagara_prime_link
마구스 멜트,magus_melt
레졸루트 포커스,resolute_focus
마구스 파이어월,magus_firewall
마구스 디스트럭트,magus_destruct
데시케이션스 커스,desiccations_curse
스트라다바 프라임 배럴,stradavar_prime_barrel
스트라다바 프라임 스톡,stradavar_prime_stock
리페어 키트,repair_kit
에어로 퍼리퍼리,aero_periphery
안티-그래브 어레이,anti_grav_array
에어로 어질리티,aero_agility
카밧 그레이스,kavats_grace
스테이시스 필드,stasis_field
트랙터 빔,tractor_beam
프로톤 스냅,proton_snap
벤트키드 클럽하우스 배경,ventkids_clubhouse_scene
가스 도시 하층 현관 배경,gas_city_lower_foyer_scene
가스 도시 복도 배경,gas_city_corridors_scene
가스 도시 레귤레이터 배경,gas_city_regulators_scene
프라임드 체임버,primed_chamber
오도나타 프라임 윙 설계도,odonata_prime_wings_blueprint
시킹 퓨리,seeking_fury
아이돌론 나라몬 렌즈,eidolon_naramon_lens
미티어 크래쉬,meteor_crash
티버론 프라임 스톡,tiberon_prime_stock
마구스 허스크,magus_husk
마구스 엘리베이트,magus_elevate
헌터 리커버리,hunter_recovery
가디언,guardian
미라지 프라임 세트,mirage_prime_set
스모크 쉐도우,smoke_shadow
스펙트라 반달 핸들,spectra_vandal_handle
스펙트라 반달 설계도,spectra_vandal_blueprint
섀터 버스트,shatter_burst
브리치 콴타,breach_quanta
테더,tether
프리즈마 트윈 그렘린즈,prisma_twin_gremlins
셀레스티얼 나이트폴,celestial_nightfall
프라임드 차지드 쉘,primed_charged_shell
아크자가라 프라임 배럴,akjagara_prime_barrel
차지드 불릿,charged_bullets
파티클 램,particle_ram
블랙아웃 펄스,blackout_pulse
사보트 라운즈,sabot_rounds
루비코 프라임 리시버,rubico_prime_receiver
갈라틴 프라임 블레이드,galatine_prime_blade
그람 프라임 세트,gram_prime_set
생티 티그리스,sancti_tigris
루비코 프라임 스톡,rubico_prime_stock
네크로스 프라임 설계도,nekros_prime_blueprint
트리니티 프라임 시스템 설계도,trinity_prime_systems_blueprint
피스톨 앰프,pistol_amp
프레퍼레이션,preparation
티타니아 프라임 섀시 설계도,titania_prime_chassis_blueprint
코린트 프라임 스톡,corinth_prime_stock
코린트 프라임 설계도,corinth_prime_blueprint
티타니아 프라임 시스템 설계도,titania_prime_systems_blueprint
네크라메크 인텐시파이,necramech_intensify
퓨리,fury
시트린 안티톡신,citrine_antitoxin
패소시스트 서브코텍스,pathocyst_subcortex
아틀라스 프라임 시스템 설계도,atlas_prime_systems_blueprint
아틀라스 프라임 뉴로옵틱스 설계도,atlas_prime_neuroptics_blueprint
아틀라스 프라임 설계도,atlas_prime_blueprint
데스큐브 프라임 시스템,dethcube_prime_systems
파이라나 프라임 세트,pyrana_prime_set
새비지 사일런스,savage_silence
리핑 차크람,reaping_chakram
수프라 반달,supra_vandal
림보 프라임 설계도,limbo_prime_blueprint
브래튼 반달 배럴,braton_vandal_barrel
래비지,ravage
데스트레자 프라임 설계도,destreza_prime_blueprint
마스터 키,master_key
아웃 오브 사이트,out_of_sight
크라,khra
로크,lohk
블러드 포 애모,blood_for_ammo
페일세이프,failsafe
블러드 포 에너지,blood_for_energy
자타,xata
스플릿 플라이츠,split_flights
그람 프라임 블레이드,gram_prime_blade
볼택 스트라이크,voltaic_strike
림보 프라임 섀시 설계도,limbo_prime_chassis_blueprint
아야탄 아나사 조각상,ayatan_anasa_sculpture
라토 반달 리시버,lato_vandal_receiver
텍 어썰트,tek_assault
텍 그래비티,tek_gravity
텍 콜래트럴,tek_collateral
신스 차지,synth_charge
메카 오버드라이브,mecha_overdrive
스타 디바이드,star_divide
스피라 프라임 블레이드,spira_prime_blade
스나이프트론 반달 리시버,snipetron_vandal_receiver
에너지 필드,energy_field
조디악 슈레드,zodiac_shred
에어 스러스터,air_thrusters
프라임드 리젠,primed_regen
라이플 앱티튜드,rifle_aptitude
어거 팩트,augur_pact
텔레포트 러쉬,fatal_teleport
프로보시스,proboscis
퓨러,furor
비럴런트 스커지,virulent_scourge
렉스 프라임 리시버,lex_prime_receiver
슬레이 보드,slay_board
메사 프라임 뉴로옵틱스 설계도,mesa_prime_neuroptics_blueprint
리디머 프라임 핸들,redeemer_prime_handle
크리티컬 포커스,critical_focus
애모 체인,ammo_chain
시터스 배경,cetus_scene
이온 인퓨전,ion_infusion
울프 슬레지 핸들,wolf_sledge_handle
이쿼녹스 프라임 세트,equinox_prime_set
네크라메크 사이즈믹 웨이브,necramech_seismic_wave
네크라메크 스트레치,necramech_stretch
그라넘 보이드 배경,granum_void_scene
비사즈-발,bhisaj_bal
네크라메크 디플렉션,necramech_deflection
보타니스트,botanist
콤보 퓨리,combo_fury
관도 프라임 세트,guandao_prime_set
자크티 프라임 세트,zakti_prime_set
레지듀얼 보일스,residual_boils
스포로트릭스 리시버,sporothrix_receiver
네크라메크 플로우,necramech_flow
볼래틸 패러사이트,volatile_parasite
레지듀얼 바이레미아,residual_viremia
레지듀얼 말로도어,residual_malodor
마하 크래쉬,mach_crash
볼래틸 리바운드,volatile_rebound
스포로트릭스 배럴,sporothrix_barrel
아야탄 키타 조각상,ayatan_kitha_sculpture
시오럼 컨테이젼,theorem_contagion
모르가 리시버,morgha_receiver
코르테지 리시버,cortege_receiver
보이드리그 엔진,voidrig_engine
네크라메크 어거,necramech_augur
본위도우 엔진,bonewidow_engine
세도 스톡,cedo_stock
어댑테이션,adaptation
샤프슈터,sharpshooter
파워 도네이션,power_donation
커셔스 샷,cautious_shot
카운터 펄스,counter_pulse
바자 프라임 배럴,baza_prime_barrel
아크소마티 프라임 배럴,aksomati_prime_barrel
그렌델 시스템 로케이터,grendel_systems_locator
스펙트라 반달 섀시,spectra_vandal_chassis
스펙트라 반달 세트,spectra_vandal_set
프라임드 스마이트 그리니어,primed_smite_grineer
센티언트 중앙 홀 배경,sentient_concourse_scene
그렌델 섀시 로케이터,grendel_chassis_locator
파이어 서프레션,fire_suppression
이온 번,ion_burn
배틀 포지,battle_forge
멘딩 스플린터,mending_splinters
디스포일,despoil
인벨로핑 클라우드,enveloping_cloud
제트 스트림,jet_stream
코르바스 배럴,corvas_barrel
노 커런트 립,no_current_leap
파타지엄,patagium
프리즈마 스카나,prisma_skana
브롱코 프라임 세트,bronco_prime_set
아스트랄 슬래쉬,astral_slash
제피르 프라임 시스템 설계도,zephyr_prime_systems_blueprint
듀얼리티,duality
푸쉬 & 풀,push_and_pull
이피션트 트랜스퍼럴,efficient_transferral
가스 도시 상층 계획실 배경,gas_city_upper_logistics_scene
루아 제누릭 렌즈,lua_zenurik_lens
라피스 안티톡신,lapis_antitoxin
버밀리온 안티톡신,vermillion_antitoxin
익스포징 하푼,exposing_harpoon
이피션트 빔즈,efficient_beams
동반자 무기 리벤 모드 (미개봉),companion_weapon_riven_mod_(veiled)
베릴 안티톡신,beryl_antitoxin
메티큘러스 에임,meticulous_aim
루아 렌즈 설계도,lua_lens_blueprint
루아 마두라이 렌즈,lua_madurai_lens
토파즈 안티톡신,topaz_antitoxin
애미시스트 안티톡신,amethyst_antitoxin
루아 바자린 렌즈,lua_vazarin_lens
루아 나라몬 렌즈,lua_naramon_lens
아케인 탱커,arcane_tanker
아케인 피스톨리어,arcane_pistoleer
패소시스트 설계도,pathocyst_blueprint
패소시스트 블레이드,pathocyst_blade
패소시스트 세트,pathocyst_set
컨센트레이티드 애로우,concentrated_arrow
애쉬 프라임 세트,ash_prime_set
림보 프라임 뉴로옵틱스 설계도,limbo_prime_neuroptics_blueprint
에너지 트랜스퍼,energy_transfer
스미타 카밧 임프린트,smeeta_kavat_imprint
크로마 프라임 설계도,chroma_prime_blueprint
아야탄 잠부카 조각상,ayatan_zambuka_sculpture
오토 브리치,auto_breach
언트레이서블,untraceable
봄,vome
파스,fass
트윈 바이퍼즈 레이스 배럴,twin_vipers_wraith_barrels
마르퀴즈 타이스트,marquise_thyst
사하사 쿠브로 임프린트,sahasa_kubrow_imprint
휴라스 쿠브로 임프린트,huras_kubrow_imprint
고블라이트 티어스,goblite_tears
나이트로 부스트,nitro_boost
익스트림 벨로시티,extreme_velocity
팍스 차지,pax_charge
메사 프라임 세트,mesa_prime_set
메사 프라임 시스템 설계도,mesa_prime_systems_blueprint
메사 프라임 섀시 설계도,mesa_prime_chassis_blueprint
마구스 리버트,magus_revert
인트루더 스테이시스,intruder_stasis
하이퍼스트라이크,hyperstrike
프레데터,predator
코닉 노즐,conic_nozzle
립로드,ripload
페넌트 설계도,pennant_blueprint
폼 업,form_up
퀠러 설계도,quellor_blueprint
시커 발리,seeker_volley
리액티브 스톰,reactive_storm
사이노이드 시뮬러,synoid_simulor
루비코 프라임 설계도,rubico_prime_blueprint
트리니티 프라임 섀시 설계도,trinity_prime_chassis_blueprint
그로잉 파워,growing_power
블러드 포 라이프,blood_for_life
자후,jahu
리즈,ris
네트라,netra
이바라 프라임 설계도,ivara_prime_blueprint
아크소마티 프라임 설계도,aksomati_prime_blueprint
세두 핸들,shedu_handle
스펙트라 반달 배럴,spectra_vandal_barrel
바스카 카밧 임프린트,vasca_kavat_imprint
프라임드 스마이트 오로킨,primed_smite_corrupted
그렌델 뉴로옵틱스 로케이터,grendel_neuroptics_locator
포워드 아틸러리,forward_artillery
뮤니션즈 볼텍스,munitions_vortex
로터스의 방 배경,chamber_of_the_lotus_scene
시킹 슈리켄,seeking_shuriken
쇼킹 스피드,shocking_speed
아케인 어벤저,arcane_avenger
네크로스 프라임 세트,nekros_prime_set
아케인 판타즘,arcane_phantasm
네크로스 프라임 시스템 설계도,nekros_prime_systems_blueprint
크로마 프라임 시스템 설계도,chroma_prime_systems_blueprint
라스트 해럴드,last_herald
아케인 레이지,arcane_rage
크로마 프라임 섀시 설계도,chroma_prime_chassis_blueprint
갈라틴 프라임 세트,galatine_prime_set
크로마 프라임 뉴로옵틱스 설계도,chroma_prime_neuroptics_blueprint
아크자가라 프라임 설계도,akjagara_prime_blueprint
스트레인 인펙션,strain_infection
퀵 이스케이프,quick_escape
보이드 홀,void_hole
데스 블라썸,death_blossom
센티언트 제단 배경,sentient_altar_scene
자일락,zylok
갈라틴 프라임 핸들,galatine_prime_handle
콜드 어라이벌,cold_arrival
벡싱 리탈리에이션,vexing_retaliation
마구스 락다운,magus_lockdown
체사 쿠브로 임프린트,chesa_kubrow_imprint
락타 세르노스,rakta_cernos
팝 탑,pop_top
듀얼 카마스 프라임 블레이드,dual_kamas_prime_blade
컨트롤드 슬라이드,controlled_slide
멘딩 샷,mending_shot
아이언클래드 플라이트,ironclad_flight
팽골린 프라임 핸들,pangolin_prime_handle
코린트 프라임 세트,corinth_prime_set
팽골린 프라임 설계도,pangolin_prime_blueprint
오버로더,overloader
코린트 프라임 배럴,corinth_prime_barrel
코린트 프라임 리시버,corinth_prime_receiver
손상된 네크라메크 케이싱,damaged_necramech_casing
스텔레이티드 네크라씬,stellated_necrathene
퍼지드 다고닉,purged_dagonic
트랜스퓨전,transfusion
카르니스 카라페이스,carnis_carapace
저귤러스 카라페이스,jugulus_carapace
슬라이 디볼루션,sly_devolution
블래스트 실드,blast_shield
아이애트릭 마이실리엄,iatric_mycelium
데이모스 금고 배경,deimos_vault_scene
데이모스 방 배경,deimos_chamber_scene
데이모스 돌파구 배경,deimos_breakthrough_scene
네크라메크 스트림라인,necramech_streamline
그리니어 갤리온 화물선 배경,grineer_galleon_cargo_scene
오비터 배경,orbiter_scene
포대 배경,artillery_battery_scene
데이모스 지하 묘지 배경,deimos_catacombs_scene
데이모스 터널 배경,deimos_tunnels_scene
담자브-바티,damzav_vati
하타-사트야,hata_satya
자즈밧-카르,zazvat_kar
코퍼스 보관소 배경,corpus_depository_scene
네크라메크 하이드롤릭스,necramech_hydraulics
네크라메크 블릿츠,necramech_blitz
가스 도시 원소 배급소 배경,gas_city_element_distribution_scene
네크라메크 퓨리,necramech_fury
데이모스 쇠락한 건물 배경,deimos_downfall_scene
관도 프라임 블레이드,guandao_prime_blade
자크티 프라임 설계도,zakti_prime_blueprint
관도 프라임 핸들,guandao_prime_handle
자크티 프라임 배럴,zakti_prime_barrel
나타 프라임 시스템 설계도,nezha_prime_systems_blueprint
나타 프라임 섀시 설계도,nezha_prime_chassis_blueprint
자크티 프라임 리시버,zakti_prime_receiver
나타 프라임 뉴로옵틱스 설계도,nezha_prime_neuroptics_blueprint
나타 프라임 세트,nezha_prime_set
네크라메크 드리프트,necramech_drift
스포로트릭스 스톡,sporothrix_stock
아룸 스피노사 리벳,arum_spinosa_rivet
마르터 심바이오시스,martyr_symbiosis
네크라메크 프릭션,necramech_friction
네크라메크 리페어,necramech_repair
보이드리그 케이싱,voidrig_casing
모르가 세트,morgha_set
세티 라세라 설계도,ceti_lacera_blueprint
네크라메크 레이지,necramech_rage
모르가 배럴,morgha_barrel
보이드리그 캡슐,voidrig_capsule
바스무 설계도,basmu_blueprint
보이드리그 웨폰 포드,voidrig_weapon_pod
세도 설계도,cedo_blueprint
옥타비아 프라임 설계도,octavia_prime_blueprint
테노라 프라임 설계도,tenora_prime_blueprint
테노라 프라임 리시버,tenora_prime_receiver
판데로 프라임 세트,pandero_prime_set
테노라 프라임 스톡,tenora_prime_stock
테노라 프라임 세트,tenora_prime_set
판데로 프라임 배럴,pandero_prime_barrel
테노라 프라임 배럴,tenora_prime_barrel
옥타비아 프라임 섀시 설계도,octavia_prime_chassis_blueprint
옥타비아 프라임 뉴로옵틱스 설계도,octavia_prime_neuroptics_blueprint
판데로 프라임 리시버,pandero_prime_receiver
옥타비아 프라임 시스템 설계도,octavia_prime_systems_blueprint
판데로 프라임 설계도,pandero_prime_blueprint
옥타비아 프라임 세트,octavia_prime_set
프라임드 칠링 그래스프,primed_chilling_grasp
이퀄리브리엄 (steam 피너클 팩),equilibrium_(steam_pinnacle_pack)
마크 오브 더 비스트,mark_of_the_beast
나힐의 뇌옥 (키),nihils_oubliette_(key)
바로 보이드 신호 (키),baro_void_signal_(key)
레퀴엠 iv 성유물,requiem_iv_relic
레퀴엠 iii 성유물,requiem_iii_relic
레퀴엠 ii 성유물,requiem_ii_relic
레퀴엠 i 성유물,requiem_i_relic
액시 h3 성유물,axi_h3_relic
액시 o2 성유물,axi_o2_relic
액시 k2 성유물,axi_k2_relic
액시 r1 성유물,axi_r1_relic
액시 b2 성유물,axi_b2_relic
액시 l5 성유물,axi_l5_relic
액시 p1 성유물,axi_p1_relic
액시 m1 성유물,axi_m1_relic
액시 d1 성유물,axi_d1_relic
액시 g2 성유물,axi_g2_relic
액시 o1 성유물,axi_o1_relic
액시 v8 성유물,axi_v8_relic
액시 h2 성유물,axi_h2_relic
액시 c2 성유물,axi_c2_relic
액시 a10 성유물,axi_a10_relic
액시 t5 성유물,axi_t5_relic
액시 t4 성유물,axi_t4_relic
액시 g4 성유물,axi_g4_relic
액시 h1 성유물,axi_h1_relic
액시 s5 성유물,axi_s5_relic
액시 v9 성유물,axi_v9_relic
액시 e2 성유물,axi_e2_relic
액시 s3 성유물,axi_s3_relic
액시 b1 성유물,axi_b1_relic
액시 e1 성유물,axi_e1_relic
액시 a2 성유물,axi_a2_relic
액시 t6 성유물,axi_t6_relic
액시 c6 성유물,axi_c6_relic
액시 w2 성유물,axi_w2_relic
액시 a13 성유물,axi_a13_relic
액시 o5 성유물,axi_o5_relic
액시 s6 성유물,axi_s6_relic
액시 c1 성유물,axi_c1_relic
액시 s8 성유물,axi_s8_relic
액시 v10 성유물,axi_v10_relic
액시 s7 성유물,axi_s7_relic
액시 z1 성유물,axi_z1_relic
액시 v5 성유물,axi_v5_relic
액시 a3 성유물,axi_a3_relic
액시 v7 성유물,axi_v7_relic
액시 c4 성유물,axi_c4_relic
액시 l3 성유물,axi_l3_relic
액시 h4 성유물,axi_h4_relic
액시 r2 성유물,axi_r2_relic
액시 a5 성유물,axi_a5_relic
