de,slug
necramech: beschädigter waffenschaft,damaged_necramech_weapon_stock
necramech: reichweite,necramech_reach
necramech: kontinuität,necramech_continuity
cabochon embolos,cabochon_embolos
necramech: stahlfasern,necramech_steel_fiber
jugulus: stacheln,jugulus_spines
damaged necramech set,damaged_necramech_set
reiner heciphron,purified_heciphron
virale stacheln,viral_quills
carnis: mandibel,carnis_mandible
necramech: beschädigte hülse,damaged_necramech_pod
necramech: auftanken,necramech_refuel
carnis: stachel,carnis_stinger
sichelladung,crescent_charge
überlebensinstinkt,survival_instinct
photora-szene: deimos tiefen,deimos_underground_scene
photora-szene: deimos cambion-drift,deimos_cambion_drift_scene
nezha prime blaupause,nezha_prime_blueprint
guandao prime blaupause,guandao_prime_blueprint
kombo-killer,combo_killer
bezirzender pakt,thrall_pact
kritische woge,critical_surge
theorem: demulzens,theorem_demulcent
sporothrix blaupause,sporothrix_blueprint
necramech: effizienz,necramech_efficiency
theorem: infektion,theorem_infection
arum spinosa blaupause,arum_spinosa_blueprint
flüchtige schnelle rückkehr,volatile_quick_return
fließende klauen,blending_talons
arum spinosa: stichblatt,arum_spinosa_guard
arum spinosa: set,arum_spinosa_set
sporothrix: set,sporothrix_set
residuum: schock,residual_shock
primed feuersturm,primed_firestorm
primed detonation,primed_fulmination
bonewidow: set,bonewidow_set
bonewidow: waffenkapsel,bonewidow_weapon_pod
bonewidow: karkasse,bonewidow_casing
morgha: schaft,morgha_stock
cortege: lauf,cortege_barrel
necramech: feindgespür,necramech_enemy_sense
cortege: schaft,cortege_stock
necramech: tadel,necramech_rebuke
cortege: set,cortege_set
bonewidow: hülse,bonewidow_capsule
voidrig: set,voidrig_set
necramech: flieger,necramech_aviator
ayatan-skulptur: hemakara,ayatan_hemakara_sculpture
prisma dual-decurion,prisma_dual_decurions
cedo: lauf,cedo_barrel
cedo: gehäuse,cedo_receiver
cedo: set,cedo_set
mirage prime: chassis blaupause,mirage_prime_chassis_blueprint
kogake prime blaupause,kogake_prime_blueprint
hornissenstich,hornet_strike
sybaris prime: schaft,sybaris_prime_stock
erzblick,ore_gaze
vigilanten: offensive,vigilante_offense
magus: erneuerung,magus_replenish
jäger: synergie,hunter_synergy
schneidende federn,slicing_feathers
braton vandal: gehäuse,braton_vandal_receiver
braton vandal: schaft,braton_vandal_stock
kuriose mod: blüte,peculiar_bloom
chroma prime: set,chroma_prime_set
raksa kubrow (genetischer abdruck),raksa_kubrow_imprint
rubico prime: set,rubico_prime_set
gram prime blaupause,gram_prime_blueprint
hinterhalt,ambush
photora-szene: hunhows kammer,hunhows_chamber_scene
photora-szene: lua eindämmung,lua_containment_scene
photora-szene: silberner hain schrein,silver_grove_shrine_scene
synth: reflex,synth_reflex
synth: dekonstruktion,synth_deconstruct
apportieren,fetch
tek: verbesserung,tek_enhance
aufprallende verwüstung,crashing_havoc
spira prime: tasche,spira_prime_pouch
transistor-schild,transistor_shield
hülsensturm,shell_rush
sheev blaupause,sheev_blueprint
sheev: griff,sheev_hilt
banshee prime: set,banshee_prime_set
vauban prime: set,vauban_prime_set
mesas walzer,mesas_waltz
fragor prime blaupause,fragor_prime_blueprint
sande des inaros,sands_of_inaros
fragor prime: griff,fragor_prime_handle
vauban prime: systeme blaupause,vauban_prime_systems_blueprint
zerstreuendes inferno,scattering_inferno
kaszas: griff,kaszas_handle
tesla-bank,tesla_bank
geleitetes abbild,guided_effigy
anhaltender bund,lasting_covenant
klingenflügel-blitz,razorwing_blitz
magus: wolke,magus_cloud
rache,revenge
korrupte aufladung,corrupt_charge
gleichgewicht,equilibrium
carrier prime: cerebrum,carrier_prime_cerebrum
letzter vorbote,final_harbinger
burston prime: set,burston_prime_set
loki prime: set,loki_prime_set
nova prime: set,nova_prime_set
nyx prime: set,nyx_prime_set
soma prime: set,soma_prime_set
zucken,twitch
giftiger aufstieg,venomous_rise
adrenalinboost,adrenaline_boost
blinder schuss,blind_shot
notausschalter,kill_switch
saryn prime: chassis blaupause,saryn_prime_chassis_blueprint
jäger: munition,hunter_munitions
tiberon prime: gehäuse,tiberon_prime_receiver
meteor-munition,meteor_munitions
arkana: beschleunigung,arcane_acceleration
augur: sucher,augur_seeker
kurze pause,momentary_pause
ewiger krieg,eternal_war
boltor prime: lauf,boltor_prime_barrel
gladiator: rausch,gladiator_rush
vigilanten: elan,vigilante_vigor
braton prime: gehäuse,braton_prime_receiver
überladungsdetektoren,overcharge_detectors
überblick,overview
abschussprämie,prize_kill
schnelles laden,quick_charge
primed munition-wandler: gewehr,primed_rifle_ammo_mutation
klingen-munition,razor_munitions
arkana: arachnid,arcane_arachne
arkana: momentum,arcane_momentum
arkana: präzision,arcane_precision
gelassenheit & raserei,calm_and_frenzy
friedliche provokation,peaceful_provocation
saryn prime: systeme blaupause,saryn_prime_systems_blueprint
delta-signalfeuer,delta_beacon
nikana prime blaupause,nikana_prime_blueprint
zurückgewinnen,recover
nikana prime: klinge,nikana_prime_blade
pyroklastischer strom,pyroclastic_flow
leitende klinge,conductive_blade
zephyr prime: neuroptik blaupause,zephyr_prime_neuroptics_blueprint
zephyr prime: set,zephyr_prime_set
knirschender payara,gnashing_payara
kronen prime blaupause,kronen_prime_blueprint
tiberon prime: lauf,tiberon_prime_barrel
kronen prime: klinge,kronen_prime_blade
winde der reinheit,winds_of_purity
vergeltung,retribution
unter strom,live_wire
ivara prime: set,ivara_prime_set
hinweisfragment,proof_fragment
verstärkter köcher,empowered_quiver
unstillbar,insatiable
dynamischer wechsel,vigorous_swap
anämische agilität,anemic_agility
rollender schutz,rolling_guard
mündungsfeuer,muzzle_flash
photora-szene: grineer wald wasserpumpen,grineer_forest_water_pump_scene
exodia: macht,exodia_might
rächende wahrheit,avenging_truth
mirage prime: neuroptik blaupause,mirage_prime_neuroptics_blueprint
photora-szene: teshins refugium,teshins_refuge_scene
ballistica prime: oberteil,ballistica_prime_upper_limb
dualgeschosse,dual_rounds
orvius: klinge,orvius_blade
belastetes magazin,burdened_magazine
nami skyla prime blaupause,nami_skyla_prime_blueprint
schall-boost,sonic_boost
pax: bolzen,pax_bolt
akjagara prime: set,akjagara_prime_set
akjagara prime: verbindung,akjagara_prime_link
magus: schmelzen,magus_melt
entschlossener fokus,resolute_focus
magus: feuerwand,magus_firewall
magus: zerstören,magus_destruct
austrocknender fluch,desiccations_curse
stradavar prime: lauf,stradavar_prime_barrel
stradavar prime: schaft,stradavar_prime_stock
reparatur-set,repair_kit
aero: umfeld,aero_periphery
anti-grav abfolge,anti_grav_array
aero: agil,aero_agility
kavat anmut,kavats_grace
stasis-feld,stasis_field
traktorstrahl,tractor_beam
proton: ladung,proton_snap
photora-szene: schachtkinder klubhaus,ventkids_clubhouse_scene
photora-szene: gas city unteres foyer,gas_city_lower_foyer_scene
photora-szene: gas city korridore,gas_city_corridors_scene
photora-szene: gas city regulatoren,gas_city_regulators_scene
primed kammer,primed_chamber
odonata prime: flügel blaupause,odonata_prime_wings_blueprint
suchende wut,seeking_fury
eidolon naramon-linse,eidolon_naramon_lens
meteorsturz,meteor_crash
tiberon prime: schaft,tiberon_prime_stock
magus: hülle,magus_husk
magus: erheben,magus_elevate
jäger: genesung,hunter_recovery
beschützer,guardian
mirage prime: set,mirage_prime_set
rauchschatten,smoke_shadow
spectra vandal: griff,spectra_vandal_handle
spectra vandal blaupause,spectra_vandal_blueprint
splitterstoß,shatter_burst
durchbruch-quanta,breach_quanta
paralyse-feld,tether
prisma zwillingsgremlins,prisma_twin_gremlins
himmlische dämmerung,celestial_nightfall
primed geladene patrone,primed_charged_shell
akjagara prime: lauf,akjagara_prime_barrel
geladene kugeln,charged_bullets
partikel-ramme,particle_ram
schwarzfall-puls,blackout_pulse
treibspiegel-geschosse,sabot_rounds
rubico prime: gehäuse,rubico_prime_receiver
galatine prime: klinge,galatine_prime_blade
gram prime: set,gram_prime_set
sancti tigris,sancti_tigris
rubico prime: schaft,rubico_prime_stock
nekros prime blaupause,nekros_prime_blueprint
trinity prime: systeme blaupause,trinity_prime_systems_blueprint
pistolen-verbesserung,pistol_amp
vorbereitung,preparation
titania prime: chassis blaupause,titania_prime_chassis_blueprint
corinth prime: schaft,corinth_prime_stock
corinth prime blaupause,corinth_prime_blueprint
titania prime: systeme blaupause,titania_prime_systems_blueprint
necramech: verstärken,necramech_intensify
raserei,fury
citrine gegengift,citrine_antitoxin
pathocyst: subkortex,pathocyst_subcortex
atlas prime: systeme blaupause,atlas_prime_systems_blueprint
atlas prime: neuroptik blaupause,atlas_prime_neuroptics_blueprint
atlas prime blaupause,atlas_prime_blueprint
dethcube prime: systeme,dethcube_prime_systems
pyrana prime: set,pyrana_prime_set
wilde stille,savage_silence
erntendes chakra,reaping_chakram
supra vandal,supra_vandal
limbo prime blaupause,limbo_prime_blueprint
braton vandal: lauf,braton_vandal_barrel
verwüstung,ravage
destreza prime blaupause,destreza_prime_blueprint
generalschlüssel,master_key
aus den augen,out_of_sight
khra,khra
lohk,lohk
blut für munition,blood_for_ammo
absicherung,failsafe
blut für energie,blood_for_energy
xata,xata
geteilte flugbahn,split_flights
gram prime: klinge,gram_prime_blade
voltaischer schlag,voltaic_strike
limbo prime: chassis blaupause,limbo_prime_chassis_blueprint
ayatan-skulptur: anasa,ayatan_anasa_sculpture
lato vandal: gehäuse,lato_vandal_receiver
tek: überfall,tek_assault
tek: schwerkraft,tek_gravity
tek: absicherung,tek_collateral
synth: aufladung,synth_charge
mecha: übersteuerung,mecha_overdrive
sternteiler,star_divide
spira prime: klinge,spira_prime_blade
snipetron vandal: gehäuse,snipetron_vandal_receiver
energiefeld,energy_field
sternenvernichter,zodiac_shred
luftantrieb,air_thrusters
primed erneuerung,primed_regen
begabung,rifle_aptitude
augur: pakt,augur_pact
teleport-rausch,fatal_teleport
rüssel,proboscis
aufruhr,furor
ansteckende plage,virulent_scourge
lex prime: gehäuse,lex_prime_receiver
schlachtboard,slay_board
mesa prime: neuroptik blaupause,mesa_prime_neuroptics_blueprint
redeemer prime: griff,redeemer_prime_handle
kritischer fokus,critical_focus
munitionsgurt,ammo_chain
photora-szene: cetus,cetus_scene
ionen-infusion,ion_infusion
wolfshammer: griff,wolf_sledge_handle
equinox prime: set,equinox_prime_set
necramech: seismische welle,necramech_seismic_wave
necramech: ausdehnung,necramech_stretch
photora-szene: granum-void,granum_void_scene
bhisaj-bal,bhisaj_bal
necramech: ablenkung,necramech_deflection
botaniker,botanist
kombo-wut,combo_fury
guandao prime: set,guandao_prime_set
zakti prime: set,zakti_prime_set
residuum: beulen,residual_boils
sporothrix: gehäuse,sporothrix_receiver
necramech: fluss,necramech_flow
instabiler parasit,volatile_parasite
residuum: virämie,residual_viremia
residuum: gestank,residual_malodor
mach-absturz,mach_crash
flüchtiger abpraller,volatile_rebound
sporothrix: lauf,sporothrix_barrel
ayatan-skulptur: kitha,ayatan_kitha_sculpture
theorem: ansteckung,theorem_contagion
morgha: gehäuse,morgha_receiver
cortege: gehäuse,cortege_receiver
voidrig: antrieb,voidrig_engine
necramech: augur,necramech_augur
bonewidow: antrieb,bonewidow_engine
cedo: schaft,cedo_stock
adaptation,adaptation
scharfschütze,sharpshooter
kraftspende,power_donation
sachter schuss,cautious_shot
gegenpuls,counter_pulse
baza prime: lauf,baza_prime_barrel
aksomati prime: lauf,aksomati_prime_barrel
detektor: grendel systeme,grendel_systems_locator
spectra vandal: chassis,spectra_vandal_chassis
spectra vandal: set,spectra_vandal_set
primed grineer bestrafen,primed_smite_grineer
photora-szene: sentient halle,sentient_concourse_scene
detektor: grendel chassis,grendel_chassis_locator
brandbekämpfung,fire_suppression
ionenbrand,ion_burn
kampf-werkstätte,battle_forge
heilende splitter,mending_splinters
ausrauben,despoil
einhüllende wolke,enveloping_cloud
jetstream,jet_stream
corvas: lauf,corvas_barrel
energieloser sprung,no_current_leap
flughaut,patagium
prisma skana,prisma_skana
bronco prime: set,bronco_prime_set
astraler schnitt,astral_slash
zephyr prime: systeme blaupause,zephyr_prime_systems_blueprint
dualität,duality
drücken & ziehen,push_and_pull
effizienz-verlagerung,efficient_transferral
photora-szene: gas city obere logistik,gas_city_upper_logistics_scene
lua zenurik-linse,lua_zenurik_lens
lapis gegengift,lapis_antitoxin
vermillion gegengift,vermillion_antitoxin
entlarvende harpune,exposing_harpoon
effiziente strahlen,efficient_beams
companion weapon riven mod (veiled),companion_weapon_riven_mod_(veiled)
beryl gegengift,beryl_antitoxin
akkurates zielen,meticulous_aim
lua linse blaupause,lua_lens_blueprint
lua madurai-linse,lua_madurai_lens
topaz gegengift,topaz_antitoxin
amethyst gegengift,amethyst_antitoxin
lua vazarin-linse,lua_vazarin_lens
lua naramon-linse,lua_naramon_lens
arkana: panzerung,arcane_tanker
arkana: pistolero,arcane_pistoleer
pathocyst blaupause,pathocyst_blueprint
pathocyst: klinge,pathocyst_blade
pathocyst: set,pathocyst_set
konzentrierter pfeil,concentrated_arrow
ash prime: set,ash_prime_set
limbo prime: neuroptik blaupause,limbo_prime_neuroptics_blueprint
energieübertragung,energy_transfer
smeeta kavat (genetischer abdruck),smeeta_kavat_imprint
chroma prime blaupause,chroma_prime_blueprint
ayatan-skulptur: zambuka,ayatan_zambuka_sculpture
auto-hack,auto_breach
unauffindbar,untraceable
vome,vome
fass,fass
zwillingsvipern wraith: lauf,twin_vipers_wraith_barrels
marquise-thyst,marquise_thyst
sahasa kubrow (genetischer abdruck),sahasa_kubrow_imprint
huras kubrow (genetischer abdruck),huras_kubrow_imprint
tränen-goblite,goblite_tears
nitro-boost,nitro_boost
extreme geschwindigkeit,extreme_velocity
pax: ladung,pax_charge
mesa prime: set,mesa_prime_set
mesa prime: systeme blaupause,mesa_prime_systems_blueprint
mesa prime: chassis blaupause,mesa_prime_chassis_blueprint
magus: umkehren,magus_revert
eindringling-stase,intruder_stasis
hyperschlag,hyperstrike
predator,predator
konische düse,conic_nozzle
ladewelle,ripload
pennant blaupause,pennant_blueprint
formieren,form_up
quellor blaupause,quellor_blueprint
suchende salve,seeker_volley
reaktiver sturm,reactive_storm
synoid simulor,synoid_simulor
rubico prime blaupause,rubico_prime_blueprint
trinity prime: chassis blaupause,trinity_prime_chassis_blueprint
wachsende macht,growing_power
blut für leben,blood_for_life
jahu,jahu
ris,ris
netra,netra
ivara prime blaupause,ivara_prime_blueprint
aksomati prime blaupause,aksomati_prime_blueprint
shedu: griff,shedu_handle
spectra vandal: lauf,spectra_vandal_barrel
vasca kavat (genetischer abdruck),vasca_kavat_imprint
primed peinigung der orokin,primed_smite_corrupted
detektor: grendel neuroptik,grendel_neuroptics_locator
vordere artillerie,forward_artillery
munitions-vortex,munitions_vortex
photora-szene: kammer der lotus,chamber_of_the_lotus_scene
suchende shuriken,seeking_shuriken
schockierende geschwindigkeit,shocking_speed
arkana: rächer,arcane_avenger
nekros prime: set,nekros_prime_set
arkana: phantasma,arcane_phantasm
nekros prime: systeme blaupause,nekros_prime_systems_blueprint
chroma prime: systeme blaupause,chroma_prime_systems_blueprint
letzter verkünder,last_herald
arkana: rage,arcane_rage
chroma prime: chassis blaupause,chroma_prime_chassis_blueprint
galatine prime: set,galatine_prime_set
chroma prime: neuroptik blaupause,chroma_prime_neuroptics_blueprint
akjagara prime blaupause,akjagara_prime_blueprint
infektion: ansteckung,strain_infection
schnelle flucht,quick_escape
void-loch,void_hole
todesblüte,death_blossom
photora-szene: sentient altar,sentient_altar_scene
zylok,zylok
galatine prime: griff,galatine_prime_handle
kalte ankunft,cold_arrival
vex-vergeltung,vexing_retaliation
magus: abriegelung,magus_lockdown
chesa kubrow (genetischer abdruck),chesa_kubrow_imprint
rakta cernos,rakta_cernos
überflieger,pop_top
dual-kamas prime: klinge,dual_kamas_prime_blade
kontrolliertes rutschen,controlled_slide
heilender schuss,mending_shot
eiserner flug,ironclad_flight
pangolin prime: griff,pangolin_prime_handle
corinth prime: set,corinth_prime_set
pangolin prime blaupause,pangolin_prime_blueprint
überlader,overloader
corinth prime: lauf,corinth_prime_barrel
corinth prime: gehäuse,corinth_prime_receiver
necramech: beschädigte karkasse,damaged_necramech_casing
sternenförmiges necrathan,stellated_necrathene
gereinigter dagonik,purged_dagonic
transfusion,transfusion
carnis: panzer,carnis_carapace
jugulus: panzer,jugulus_carapace
scheuer verlauf,sly_devolution
schutzschild,blast_shield
heilendes myzelium,iatric_mycelium
photora-szene: deimos gewölbe,deimos_vault_scene
photora-szene: deimos kammer,deimos_chamber_scene
photora-szene: deimos durchbruch,deimos_breakthrough_scene
necramech: stromlinie,necramech_streamline
photora-szene: grineer galeonenlager,grineer_galleon_cargo_scene
photora-szene: orbiter,orbiter_scene
photora-szene: artillerie-batterie,artillery_battery_scene
photora-szene: deimos katakomben,deimos_catacombs_scene
photora-szene: deimos tunnel,deimos_tunnels_scene
damzav-vati,damzav_vati
hata-satya,hata_satya
zazvat-kar,zazvat_kar
photora-szene: corpus lagerhaus,corpus_depository_scene
necramech: hydraulik,necramech_hydraulics
necramech: blitz,necramech_blitz
photora-szene: gas city element-ausgabe,gas_city_element_distribution_scene
necramech: raserei,necramech_fury
photora-szene: deimos untergang,deimos_downfall_scene
guandao prime: klinge,guandao_prime_blade
zakti prime blaupause,zakti_prime_blueprint
guandao prime: griff,guandao_prime_handle
zakti prime: lauf,zakti_prime_barrel
nezha prime: systeme blaupause,nezha_prime_systems_blueprint
nezha prime: chassis blaupause,nezha_prime_chassis_blueprint
zakti prime: gehäuse,zakti_prime_receiver
nezha prime: neuroptik blaupause,nezha_prime_neuroptics_blueprint
nezha prime: set,nezha_prime_set
necramech: drift,necramech_drift
sporothrix: schaft,sporothrix_stock
arum spinosa: niete,arum_spinosa_rivet
märtyrer-symbiose,martyr_symbiosis
necramech: reibung,necramech_friction
necramech: reparatur,necramech_repair
voidrig: karkasse,voidrig_casing
morgha: set,morgha_set
ceti lacera blaupause,ceti_lacera_blueprint
necramech: zorn,necramech_rage
morgha: lauf,morgha_barrel
voidrig: hülse,voidrig_capsule
basmu blaupause,basmu_blueprint
voidrig: waffenkapsel,voidrig_weapon_pod
cedo blaupause,cedo_blueprint
octavia prime blaupause,octavia_prime_blueprint
tenora prime blaupause,tenora_prime_blueprint
tenora prime: gehäuse,tenora_prime_receiver
pandero prime: set,pandero_prime_set
tenora prime: schaft,tenora_prime_stock
tenora prime: set,tenora_prime_set
pandero prime: lauf,pandero_prime_barrel
tenora prime: lauf,tenora_prime_barrel
octavia prime: chassis blaupause,octavia_prime_chassis_blueprint
octavia prime: neuroptik blaupause,octavia_prime_neuroptics_blueprint
pandero prime: gehäuse,pandero_prime_receiver
octavia prime: systeme blaupause,octavia_prime_systems_blueprint
pandero prime blaupause,pandero_prime_blueprint
octavia prime: set,octavia_prime_set
primed eiskalter griff,primed_chilling_grasp
gleichgewicht (steam pinnacle pack),equilibrium_(steam_pinnacle_pack)
zeichen der bestie,mark_of_the_beast
nihils verlies (key),nihils_oubliette_(key)
baro void-signal (key),baro_void_signal_(key)
requiem-relikt: iv,requiem_iv_relic
requiem-relikt: iii,requiem_iii_relic
requiem-relikt: ii,requiem_ii_relic
requiem-relikt: i,requiem_i_relic
axi-relikt: h3,axi_h3_relic
axi-relikt: o2,axi_o2_relic
axi-relikt: k2,axi_k2_relic
axi-relikt: r1,axi_r1_relic
axi-relikt: b2,axi_b2_relic
axi-relikt: l5,axi_l5_relic
axi-relikt: p1,axi_p1_relic
axi-relikt: m1,axi_m1_relic
axi-relikt: d1,axi_d1_relic
axi-relikt: g2,axi_g2_relic
axi-relikt: o1,axi_o1_relic
axi-relikt: v8,axi_v8_relic
axi-relikt: h2,axi_h2_relic
axi-relikt: c2,axi_c2_relic
axi-relikt: a10,axi_a10_relic
axi-relikt: t5,axi_t5_relic
axi-relikt: t4,axi_t4_relic
axi-relikt: g4,axi_g4_relic
axi-relikt: h1,axi_h1_relic
axi-relikt: s5,axi_s5_relic
axi-relikt: v9,axi_v9_relic
axi-relikt: e2,axi_e2_relic
axi-relikt: s3,axi_s3_relic
axi-relikt: b1,axi_b1_relic
axi-relikt: e1,axi_e1_relic
axi-relikt: a2,axi_a2_relic
axi-relikt: t6,axi_t6_relic
axi-relikt: c6,axi_c6_relic
axi-relikt: w2,axi_w2_relic
axi-relikt: a13,axi_a13_relic
axi-relikt: o5,axi_o5_relic
axi-relikt: s6,axi_s6_relic
axi-relikt: c1,axi_c1_relic
axi-relikt: s8,axi_s8_relic
axi-relikt: v10,axi_v10_relic
axi-relikt: s7,axi_s7_relic
axi-relikt: z1,axi_z1_relic
axi-relikt: v5,axi_v5_relic
axi-relikt: a3,axi_a3_relic
axi-relikt: v7,axi_v7_relic
axi-relikt: c4,axi_c4_relic
axi-relikt: l3,axi_l3_relic
axi-relikt: h4,axi_h4_relic
axi-relikt: r2,axi_r2_relic
axi-relikt: a5,axi_a5_relic
axi-relikt: s4,axi_s4_relic
axi-relikt: v4,axi_v4_relic
axi-relikt: l4,axi_l4_relic
axi-relikt: a4,axi_a4_relic
axi-relikt: l2,axi_l2_relic
axi-relikt: o3,axi_o3_relic
axi-relikt: k3,axi_k3_relic
axi-relikt: g1,axi_g1_relic
axi-relikt: t1,axi_t1_relic
axi-relikt: a9,axi_a9_relic
axi-relikt: p3,axi_p3_relic
axi-relikt: d2,axi_d2_relic
axi-relikt: b3,axi_b3_relic
axi-relikt: a8,axi_a8_relic
axi-relikt: w1,axi_w1_relic
axi-relikt: b4,axi_b4_relic
axi-relikt: c5,axi_c5_relic
axi-relikt: a11,axi_a11_relic
axi-relikt: n3,axi_n3_relic
axi-relikt: v6,axi_v6_relic
axi-relikt: n5,axi_n5_relic
axi-relikt: n4,axi_n4_relic
axi-relikt: v3,axi_v3_relic
axi-relikt: n2,axi_n2_relic
axi-relikt: v2,axi_v2_relic
axi-relikt: k5,axi_k5_relic
axi-relikt: t2,axi_t2_relic
axi-relikt: s2,axi_s2_relic
axi-relikt: l1,axi_l1_relic
axi-relikt: a1,axi_a1_relic
axi-relikt: n1,axi_n1_relic
axi-relikt: o4,axi_o4_relic
axi-relikt: k4,axi_k4_relic
axi-relikt: c3,axi_c3_relic
axi-relikt: k1,axi_k1_relic
axi-relikt: a12,axi_a12_relic
axi-relikt: h5,axi_h5_relic
axi-relikt: v1,axi_v1_relic
axi-relikt: t3,axi_t3_relic
axi-relikt: g3,axi_g3_relic
axi-relikt: r3,axi_r3_relic
axi-relikt: a6,axi_a6_relic
axi-relikt: p2,axi_p2_relic
axi-relikt: a7,axi_a7_relic
axi-relikt: n6,axi_n6_relic
axi-relikt: s1,axi_s1_relic
neo-relikt: z1,neo_z1_relic
neo-relikt: b4,neo_b4_relic
neo-relikt: k1,neo_k1_relic
neo-relikt: n7,neo_n7_relic
neo-relikt: b3,neo_b3_relic
neo-relikt: n6,neo_n6_relic
neo-relikt: r2,neo_r2_relic
neo-relikt: z3,neo_z3_relic
neo-relikt: s12,neo_s12_relic
neo-relikt: b2,neo_b2_relic
neo-relikt: o1,neo_o1_relic
neo-relikt: s6,neo_s6_relic
neo-relikt: v5,neo_v5_relic
neo-relikt: r4,neo_r4_relic
neo-relikt: m3,neo_m3_relic
neo-relikt: p1,neo_p1_relic
neo-relikt: i2,neo_i2_relic
neo-relikt: b1,neo_b1_relic
neo-relikt: s13,neo_s13_relic
neo-relikt: n5,neo_n5_relic
neo-relikt: r1,neo_r1_relic
neo-relikt: t1,neo_t1_relic
neo-relikt: s5,neo_s5_relic
neo-relikt: n15,neo_n15_relic
neo-relikt: b7,neo_b7_relic
neo-relikt: p2,neo_p2_relic
neo-relikt: z7,neo_z7_relic
neo-relikt: n14,neo_n14_relic
neo-relikt: g3,neo_g3_relic
neo-relikt: n11,neo_n11_relic
neo-relikt: n4,neo_n4_relic
neo-relikt: v9,neo_v9_relic
neo-relikt: n12,neo_n12_relic
neo-relikt: e2,neo_e2_relic
neo-relikt: z6,neo_z6_relic
neo-relikt: s14,neo_s14_relic
neo-relikt: n13,neo_n13_relic
neo-relikt: d2,neo_d2_relic
neo-relikt: v4,neo_v4_relic
neo-relikt: v6,neo_v6_relic
neo-relikt: m1,neo_m1_relic
neo-relikt: s9,neo_s9_relic
neo-relikt: m2,neo_m2_relic
neo-relikt: z2,neo_z2_relic
neo-relikt: n9,neo_n9_relic
neo-relikt: a1,neo_a1_relic
neo-relikt: v8,neo_v8_relic
neo-relikt: b5,neo_b5_relic
neo-relikt: v7,neo_v7_relic
neo-relikt: n8,neo_n8_relic
neo-relikt: l1,neo_l1_relic
neo-relikt: v3,neo_v3_relic
neo-relikt: v2,neo_v2_relic
neo-relikt: g2,neo_g2_relic
neo-relikt: r3,neo_r3_relic
neo-relikt: z5,neo_z5_relic
neo-relikt: i1,neo_i1_relic
neo-relikt: t3,neo_t3_relic
neo-relikt: n3,neo_n3_relic
neo-relikt: h1,neo_h1_relic
neo-relikt: s8,neo_s8_relic
neo-relikt: s7,neo_s7_relic
neo-relikt: s3,neo_s3_relic
neo-relikt: d1,neo_d1_relic
neo-relikt: c1,neo_c1_relic
neo-relikt: n10,neo_n10_relic
neo-relikt: s11,neo_s11_relic
neo-relikt: e1,neo_e1_relic
neo-relikt: f1,neo_f1_relic
neo-relikt: v1,neo_v1_relic
neo-relikt: n2,neo_n2_relic
neo-relikt: h2,neo_h2_relic
neo-relikt: a2,neo_a2_relic
neo-relikt: g1,neo_g1_relic
neo-relikt: k2,neo_k2_relic
neo-relikt: n1,neo_n1_relic
neo-relikt: b6,neo_b6_relic
neo-relikt: s2,neo_s2_relic
neo-relikt: a3,neo_a3_relic
neo-relikt: z4,neo_z4_relic
neo-relikt: t2,neo_t2_relic
neo-relikt: a4,neo_a4_relic
neo-relikt: s10,neo_s10_relic
neo-relikt: s1,neo_s1_relic
meso-relikt: t2,meso_t2_relic
meso-relikt: t1,meso_t1_relic
meso-relikt: o2,meso_o2_relic
meso-relikt: s6,meso_s6_relic
meso-relikt: m1,meso_m1_relic
meso-relikt: v5,meso_v5_relic
meso-relikt: n7,meso_n7_relic
meso-relikt: k2,meso_k2_relic
meso-relikt: a2,meso_a2_relic
meso-relikt: n4,meso_n4_relic
meso-relikt: s5,meso_s5_relic
meso-relikt: o1,meso_o1_relic
meso-relikt: c5,meso_c5_relic
meso-relikt: r3,meso_r3_relic
meso-relikt: e4,meso_e4_relic
meso-relikt: v4,meso_v4_relic
meso-relikt: n8,meso_n8_relic
meso-relikt: s4,meso_s4_relic
meso-relikt: n6,meso_n6_relic
meso-relikt: n3,meso_n3_relic
meso-relikt: f2,meso_f2_relic
meso-relikt: t4,meso_t4_relic
meso-relikt: d6,meso_d6_relic
meso-relikt: p4,meso_p4_relic
meso-relikt: o4,meso_o4_relic
meso-relikt: s3,meso_s3_relic
meso-relikt: n11,meso_n11_relic
meso-relikt: d5,meso_d5_relic
meso-relikt: g2,meso_g2_relic
meso-relikt: c6,meso_c6_relic
meso-relikt: v3,meso_v3_relic
meso-relikt: k1,meso_k1_relic
meso-relikt: h1,meso_h1_relic
meso-relikt: m2,meso_m2_relic
meso-relikt: a1,meso_a1_relic
meso-relikt: z2,meso_z2_relic
meso-relikt: p1,meso_p1_relic
meso-relikt: b3,meso_b3_relic
meso-relikt: c2,meso_c2_relic
meso-relikt: o3,meso_o3_relic
meso-relikt: s7,meso_s7_relic
meso-relikt: b2,meso_b2_relic
meso-relikt: z1,meso_z1_relic
meso-relikt: d2,meso_d2_relic
meso-relikt: f1,meso_f1_relic
meso-relikt: s2,meso_s2_relic
meso-relikt: l1,meso_l1_relic
meso-relikt: c4,meso_c4_relic
meso-relikt: r2,meso_r2_relic
meso-relikt: n9,meso_n9_relic
meso-relikt: b4,meso_b4_relic
meso-relikt: i1,meso_i1_relic
meso-relikt: k3,meso_k3_relic
meso-relikt: n10,meso_n10_relic
meso-relikt: p3,meso_p3_relic
