fr,slug
doubles décurions prisma,prisma_dual_decurions
cedo - canon,cedo_barrel
cedo - culasse,cedo_receiver
cedo - set,cedo_set
mirage prime - châssis (schéma),mirage_prime_chassis_blueprint
kogake prime (schéma),kogake_prime_blueprint
nuée de dards,hornet_strike
sybaris prime - crosse,sybaris_prime_stock
regard minéral,ore_gaze
offense du vigile,vigilante_offense
magus alimentation,magus_replenish
synergie du chasseur,hunter_synergy
plumes tranchantes,slicing_feathers
braton vandal - culasse,braton_vandal_receiver
braton vandal - crosse,braton_vandal_stock
floraison atypique,peculiar_bloom
chroma prime - set,chroma_prime_set
kubrow raksa (empreinte),raksa_kubrow_imprint
rubico prime - set,rubico_prime_set
gram prime (schéma),gram_prime_blueprint
embuscade,ambush
scène de la chambre de hunhow,hunhows_chamber_scene
scène de confinement sur lua,lua_containment_scene
scène du sanctuaire du bosquet d'argent,silver_grove_shrine_scene
réflexe synth,synth_reflex
déconstruction synth,synth_deconstruct
va chercher,fetch
amélioration tek,tek_enhance
ravage tonitruant,crashing_havoc
spira prime - pochette,spira_prime_pouch
bouclier transistor,transistor_shield
ruée d'obus,shell_rush
sheev (schéma),sheev_blueprint
sheev - garde,sheev_hilt
banshee prime - set,banshee_prime_set
vauban prime - set,vauban_prime_set
valse de mesa,mesas_waltz
fragor prime (schéma),fragor_prime_blueprint
les sables d'inaros,sands_of_inaros
fragor prime - manche,fragor_prime_handle
vauban prime - systèmes (schéma),vauban_prime_systems_blueprint
brasier dispersant,scattering_inferno
kaszas - manche,kaszas_handle
banque tesla,tesla_bank
effigie guidée,guided_effigy
pacte interminable,lasting_covenant
rasoirs zélés,razorwing_blitz
magus nuage,magus_cloud
vengeance,revenge
charge corrompue,corrupt_charge
équilibre,equilibrium
carrier prime - cerveau,carrier_prime_cerebrum
dernier présage,final_harbinger
burston prime - set,burston_prime_set
loki prime - set,loki_prime_set
nova prime - set,nova_prime_set
nyx prime - set,nyx_prime_set
soma prime - set,soma_prime_set
à cran,twitch
envolée vénéneuse,venomous_rise
montée d'adrénaline,adrenaline_boost
tir aveugle,blind_shot
dispositif d'arrêt d'urgence,kill_switch
saryn prime - châssis (schéma),saryn_prime_chassis_blueprint
munitions du chasseur,hunter_munitions
tiberon prime - culasse,tiberon_prime_receiver
munitions météores,meteor_munitions
arcane accélération,arcane_acceleration
sourcier de l'augure,augur_seeker
pause momentanée,momentary_pause
guerre éternelle,eternal_war
boltor prime - canon,boltor_prime_barrel
ruée du gladiateur,gladiator_rush
vigueur du vigile,vigilante_vigor
braton prime - culasse,braton_prime_receiver
détecteurs de surcharge,overcharge_detectors
vue d'ensemble,overview
fierté guerrière,prize_kill
charge rapide,quick_charge
mutation de fusil accrue,primed_rifle_ammo_mutation
munitions rasoirs,razor_munitions
arcane arachné,arcane_arachne
arcane élan,arcane_momentum
arcane précision,arcane_precision
calme & frénésie,calm_and_frenzy
provocation pacifique,peaceful_provocation
saryn prime - systèmes (schéma),saryn_prime_systems_blueprint
balise delta,delta_beacon
nikana prime (schéma),nikana_prime_blueprint
repos,recover
nikana prime - lame,nikana_prime_blade
flux pyroclastique,pyroclastic_flow
lame conductrice,conductive_blade
zephyr prime - neuroptiques (schéma),zephyr_prime_neuroptics_blueprint
zephyr prime - set,zephyr_prime_set
grincement du payara,gnashing_payara
kronen prime (schéma),kronen_prime_blueprint
tiberon prime - canon,tiberon_prime_barrel
kronen prime - lame,kronen_prime_blade
vents purs,winds_of_purity
rétribution,retribution
connexion électrique,live_wire
ivara prime - set,ivara_prime_set
élément de preuve,proof_fragment
carquois surchargé,empowered_quiver
insatiable,insatiable
échange vigoureux,vigorous_swap
agilité anémique,anemic_agility
roulade parade,rolling_guard
tir flash,muzzle_flash
scène pompe à eau de la forêt grineer,grineer_forest_water_pump_scene
exodia puissance,exodia_might
vérité vengeresse,avenging_truth
mirage prime - neuroptiques (schéma),mirage_prime_neuroptics_blueprint
scène du refuge de teshin,teshins_refuge_scene
ballistica prime - partie supérieure,ballistica_prime_upper_limb
coups doubles,dual_rounds
orvius - lame,orvius_blade
chargeur chargé,burdened_magazine
nami skyla prime (schéma),nami_skyla_prime_blueprint
boost sonique,sonic_boost
pax borne,pax_bolt
akjagara prime - set,akjagara_prime_set
akjagara prime - lien,akjagara_prime_link
magus fusion,magus_melt
concentration résolue,resolute_focus
magus pare-feu,magus_firewall
magus destruction,magus_destruct
malédiction de la dessiccation,desiccations_curse
stradavar prime - canon,stradavar_prime_barrel
stradavar prime - crosse,stradavar_prime_stock
trousse de réparation,repair_kit
périphérie aéro,aero_periphery
réseau anti-grav,anti_grav_array
agilité aéro,aero_agility
grâce du kavat,kavats_grace
champ de stase,stasis_field
rayon tracteur,tractor_beam
claquement proton,proton_snap
scène de l'atelier de roky,ventkids_clubhouse_scene
scène du foyer inférieur de la cité gazière,gas_city_lower_foyer_scene
scène des couloirs de la cité gazière,gas_city_corridors_scene
scène des régulateurs de la cité gazière,gas_city_regulators_scene
chambre accrue,primed_chamber
odonata prime - ailes (schéma),odonata_prime_wings_blueprint
furie vengeresse,seeking_fury
lentille naramon eidolon,eidolon_naramon_lens
météore fracassant,meteor_crash
tiberon prime - crosse,tiberon_prime_stock
magus coquille,magus_husk
magus magnification,magus_elevate
récupération du chasseur,hunter_recovery
gardien,guardian
mirage prime - set,mirage_prime_set
ombre de fumée,smoke_shadow
spectra vandal - crosse,spectra_vandal_handle
spectra vandal (schéma),spectra_vandal_blueprint
explosion éclatante,shatter_burst
brèche quanta,breach_quanta
grelin,tether
gremlins jumeaux prisma,prisma_twin_gremlins
crépuscule céleste,celestial_nightfall
cartouche chargée accrue,primed_charged_shell
akjagara prime - canon,akjagara_prime_barrel
balles chargées,charged_bullets
bélier à particules,particle_ram
impulsion atonique,blackout_pulse
munitions assommantes,sabot_rounds
rubico prime - culasse,rubico_prime_receiver
galatine prime - lame,galatine_prime_blade
gram prime - set,gram_prime_set
tigris sancti,sancti_tigris
rubico prime - crosse,rubico_prime_stock
nekros prime (schéma),nekros_prime_blueprint
trinity prime - systèmes (schéma),trinity_prime_systems_blueprint
pistolet amplifié,pistol_amp
préparation,preparation
titania prime - châssis (schéma),titania_prime_chassis_blueprint
corinth prime - crosse,corinth_prime_stock
corinth prime (schéma),corinth_prime_blueprint
titania prime - systèmes (schéma),titania_prime_systems_blueprint
intensité du necramech,necramech_intensify
furie,fury
antitoxine citrine,citrine_antitoxin
pathocyste - cortex inférieur,pathocyst_subcortex
atlas prime - systèmes (schéma),atlas_prime_systems_blueprint
atlas prime - neuroptiques (schéma),atlas_prime_neuroptics_blueprint
atlas prime (schéma),atlas_prime_blueprint
dethcube prime - systèmes,dethcube_prime_systems
pyrana prime - set,pyrana_prime_set
silence sauvage,savage_silence
chakram faucheur,reaping_chakram
supra vandal,supra_vandal
limbo prime (schéma),limbo_prime_blueprint
braton vandal - canon,braton_vandal_barrel
ravage,ravage
destreza prime (schéma),destreza_prime_blueprint
passe-partout,master_key
hors de vue,out_of_sight
khra,khra
lohk,lohk
munitions ensanglantées,blood_for_ammo
sécurité intégrée,failsafe
énergie ensanglantée,blood_for_energy
xata,xata
salves divisées,split_flights
gram prime - lame,gram_prime_blade
coup voltaïque,voltaic_strike
limbo prime - châssis (schéma),limbo_prime_chassis_blueprint
sculpture ayatan anasa,ayatan_anasa_sculpture
lato vandal - culasse,lato_vandal_receiver
assaut tek,tek_assault
gravité tek,tek_gravity
garantie tek,tek_collateral
charge synth,synth_charge
décharge mecha,mecha_overdrive
dichotomie stellaire,star_divide
spira prime - lame,spira_prime_blade
snipetron vandal - culasse,snipetron_vandal_receiver
champ d'énergie,energy_field
zodiaque déchirant,zodiac_shred
propulseurs aériens,air_thrusters
régénération accrue,primed_regen
aptitude au fusil,rifle_aptitude
pacte de l'augure,augur_pact
téléportation rapide,fatal_teleport
proboscis,proboscis
débordement,furor
fléau virulent,virulent_scourge
lex prime - culasse,lex_prime_receiver
planche tueuse,slay_board
mesa prime - neuroptiques (schéma),mesa_prime_neuroptics_blueprint
redeemer prime - poignée,redeemer_prime_handle
focus critique,critical_focus
chaîne de munitions,ammo_chain
scène de cetus,cetus_scene
infusion ionique,ion_infusion
marteau du loup - manche,wolf_sledge_handle
equinox prime - set,equinox_prime_set
onde sismique du necramech,necramech_seismic_wave
allonge du necramech,necramech_stretch
scène du néant de granum,granum_void_scene
bhisaj-bal,bhisaj_bal
déviation du necramech,necramech_deflection
botaniste,botanist
combo furie,combo_fury
guandao prime - set,guandao_prime_set
zakti prime - set,zakti_prime_set
furoncles résiduels,residual_boils
sporothrix - culasse,sporothrix_receiver
flux du necramech,necramech_flow
parasite volatil,volatile_parasite
virémie résiduelle,residual_viremia
brume résiduelle,residual_malodor
superbang,mach_crash
rebond volatil,volatile_rebound
sporothrix - canon,sporothrix_barrel
sculpture ayatan kitha,ayatan_kitha_sculpture
théorème de contagion,theorem_contagion
morgha - culasse,morgha_receiver
cortège - culasse,cortege_receiver
voidrig - moteur,voidrig_engine
augure du necramech,necramech_augur
bonewidow - moteur,bonewidow_engine
cedo - crosse,cedo_stock
adaptation,adaptation
tireur qualifié,sharpshooter
don de puissance,power_donation
tir prudent,cautious_shot
polarisation inversée,counter_pulse
baza prime - canon,baza_prime_barrel
aksomati prime - canon,aksomati_prime_barrel
localisateur des systèmes de grendel,grendel_systems_locator
spectra vandal - châssis,spectra_vandal_chassis
spectra vandal - set,spectra_vandal_set
châtie-grineers accru,primed_smite_grineer
scène du hall sentient,sentient_concourse_scene
localisateur du châssis de grendel,grendel_chassis_locator
suppression d'incendie,fire_suppression
brûlure ionique,ion_burn
forge de combat,battle_forge
éclats guérisseurs,mending_splinters
exhumation,despoil
nuage enveloppant,enveloping_cloud
courant-jet,jet_stream
corvas - canon,corvas_barrel
saut disjoncté,no_current_leap
patagium,patagium
skana prisma,prisma_skana
bronco prime - set,bronco_prime_set
tranchant astral,astral_slash
zephyr prime - systèmes (schéma),zephyr_prime_systems_blueprint
dualité,duality
collision & attraction,push_and_pull
transfert efficace,efficient_transferral
scène de la logistique supérieure de la cité gazière,gas_city_upper_logistics_scene
lentille zenurik lua,lua_zenurik_lens
antitoxine lapis,lapis_antitoxin
antitoxine vermillon,vermillion_antitoxin
harpon inquisiteur,exposing_harpoon
rayons efficaces,efficient_beams
mod riven d'arme de compagnon,companion_weapon_riven_mod_(veiled)
antitoxine beryl,beryl_antitoxin
visée méticuleuse,meticulous_aim
lentille lua (schéma),lua_lens_blueprint
lentille madurai lua,lua_madurai_lens
antitoxine topaze,topaz_antitoxin
antitoxine améthyste,amethyst_antitoxin
lentille vazarin lua,lua_vazarin_lens
lentille naramon lua,lua_naramon_lens
arcane tankiste,arcane_tanker
arcane pistolier,arcane_pistoleer
pathocyste (schéma),pathocyst_blueprint
pathocyste - lame,pathocyst_blade
pathocyste - set,pathocyst_set
flèche concentrée,concentrated_arrow
ash prime - set,ash_prime_set
limbo prime - neuroptiques (schéma),limbo_prime_neuroptics_blueprint
transfert d'énergie,energy_transfer
kavat smeeta (empreinte),smeeta_kavat_imprint
chroma prime (schéma),chroma_prime_blueprint
sculpture ayatan zambuka,ayatan_zambuka_sculpture
piratage auto,auto_breach
intraçable,untraceable
vome,vome
fass,fass
vipers jumeaux wraith - canons,twin_vipers_wraith_barrels
thyst marquise,marquise_thyst
kubrow sahasa (empreinte),sahasa_kubrow_imprint
kubrow huras (empreinte),huras_kubrow_imprint
larmes de goblite,goblite_tears
boost nitro,nitro_boost
vélocité extrême,extreme_velocity
pax charge,pax_charge
mesa prime - set,mesa_prime_set
mesa prime - systèmes (schéma),mesa_prime_systems_blueprint
mesa prime - châssis (schéma),mesa_prime_chassis_blueprint
magus inverse,magus_revert
stase d'intrus,intruder_stasis
hyperstrike,hyperstrike
prédateur,predator
jet conique,conic_nozzle
amélioration bricolée,ripload
pennant (schéma),pennant_blueprint
rassemblement,form_up
quellor (schéma),quellor_blueprint
salve de missiles,seeker_volley
tempête réactive,reactive_storm
simulor synoid,synoid_simulor
rubico prime (schéma),rubico_prime_blueprint
trinity prime - châssis (schéma),trinity_prime_chassis_blueprint
pouvoir grandissant,growing_power
vie ensanglantée,blood_for_life
jahu,jahu
ris,ris
netra,netra
ivara prime (schéma),ivara_prime_blueprint
aksomati prime (schéma),aksomati_prime_blueprint
shedu - poignée,shedu_handle
spectra vandal - canon,spectra_vandal_barrel
kavat vasca (empreinte),vasca_kavat_imprint
châtie-orokins accru,primed_smite_corrupted
localisateur des neuroptiques de grendel,grendel_neuroptics_locator
pièce principale,forward_artillery
vortex de munitions,munitions_vortex
scène de chambre du lotus,chamber_of_the_lotus_scene
shuriken chercheur,seeking_shuriken
vitesse choquante,shocking_speed
arcane vengeance,arcane_avenger
nekros prime - set,nekros_prime_set
arcane fantasme,arcane_phantasm
nekros prime - systèmes (schéma),nekros_prime_systems_blueprint
chroma prime - systèmes (schéma),chroma_prime_systems_blueprint
dernier héraut,last_herald
arcane rage,arcane_rage
chroma prime - châssis (schéma),chroma_prime_chassis_blueprint
galatine prime - set,galatine_prime_set
chroma prime - neuroptiques (schéma),chroma_prime_neuroptics_blueprint
akjagara prime (schéma),akjagara_prime_blueprint
infection de souche,strain_infection
échappée belle,quick_escape
trou du néant,void_hole
floraison mortelle,death_blossom
scène de l'autel sentient,sentient_altar_scene
zylok,zylok
galatine prime - garde,galatine_prime_handle
atterrissage frigide,cold_arrival
vengeance épineuse,vexing_retaliation
magus confinement,magus_lockdown
kubrow chesa (empreinte),chesa_kubrow_imprint
cernos rakta,rakta_cernos
pop top,pop_top
doubles kamas prime - lames,dual_kamas_prime_blade
glissade contrôlée,controlled_slide
tir réparateur,mending_shot
vol blindé,ironclad_flight
pangolin prime - garde,pangolin_prime_handle
corinth prime - set,corinth_prime_set
pangolin prime (schéma),pangolin_prime_blueprint
surchargeur,overloader
corinth prime - canon,corinth_prime_barrel
corinth prime - culasse,corinth_prime_receiver
châssis de necramech endommagé,damaged_necramech_casing
nécrathène stellé,stellated_necrathene
dagonique purgée,purged_dagonic
transfusion,transfusion
carapace carnis,carnis_carapace
carapace jugulus,jugulus_carapace
régression sournoise,sly_devolution
charge isolante,blast_shield
mycélium iatrique,iatric_mycelium
scène de salle de deimos,deimos_vault_scene
scène de la chambre de deimos,deimos_chamber_scene
scène de la percée de deimos,deimos_breakthrough_scene
rationalisation du necramech,necramech_streamline
scène du cargo galion grineer,grineer_galleon_cargo_scene
scène de l'orbiteur,orbiter_scene
scène de batterie d'artillerie,artillery_battery_scene
scène des catacombes de deimos,deimos_catacombs_scene
scène des tunnels de deimos,deimos_tunnels_scene
damzav-vati,damzav_vati
hata-satya,hata_satya
zazvat-kar,zazvat_kar
scène du dépôt corpus,corpus_depository_scene
hydrauliques du necramech,necramech_hydraulics
assaut du necramech,necramech_blitz
scène de distribution d'éléments de la cité gazière,gas_city_element_distribution_scene
furie du necramech,necramech_fury
scène de la chute de deimos,deimos_downfall_scene
guandao prime - lame,guandao_prime_blade
zakti prime (schéma),zakti_prime_blueprint
guandao prime - manche,guandao_prime_handle
zakti prime - canon,zakti_prime_barrel
nezha prime - systèmes (schéma),nezha_prime_systems_blueprint
nezha prime - châssis (schéma),nezha_prime_chassis_blueprint
zakti prime - culasse,zakti_prime_receiver
nezha prime - neuroptiques (schéma),nezha_prime_neuroptics_blueprint
nezha prime - set,nezha_prime_set
force du necramech,necramech_drift
sporothrix - crosse,sporothrix_stock
arum spinosa - rivet,arum_spinosa_rivet
symbiose martyre,martyr_symbiosis
friction du necramech,necramech_friction
rafistolage du necramech,necramech_repair
voidrig - châssis,voidrig_casing
morgha - set,morgha_set
lacera ceti (schéma),ceti_lacera_blueprint
rage du necramech,necramech_rage
morgha - canon,morgha_barrel
voidrig - capsule,voidrig_capsule
basmu (schéma),basmu_blueprint
voidrig - nacelle d'armes,voidrig_weapon_pod
cedo (schéma),cedo_blueprint
octavia prime (schéma),octavia_prime_blueprint
tenora prime (schéma),tenora_prime_blueprint
tenora prime - culasse,tenora_prime_receiver
pandero prime - set,pandero_prime_set
tenora prime - crosse,tenora_prime_stock
tenora prime - set,tenora_prime_set
pandero prime - canon,pandero_prime_barrel
tenora prime - canon,tenora_prime_barrel
octavia prime - châssis (schéma),octavia_prime_chassis_blueprint
octavia prime - neuroptiques (schéma),octavia_prime_neuroptics_blueprint
pandero prime - culasse,pandero_prime_receiver
octavia prime - systèmes (schéma),octavia_prime_systems_blueprint
pandero prime (schéma),pandero_prime_blueprint
octavia prime - set,octavia_prime_set
étreinte glaciale accrue,primed_chilling_grasp
équilibre (steam pinnacle pack),equilibrium_(steam_pinnacle_pack)
marque de la bête,mark_of_the_beast
l'oubliette de nihil (key),nihils_oubliette_(key)
baro void-signal (key),baro_void_signal_(key)
relique requiem iv,requiem_iv_relic
relique requiem iii,requiem_iii_relic
relique requiem ii,requiem_ii_relic
relique requiem i,requiem_i_relic
relique axi h3,axi_h3_relic
relique axi o2,axi_o2_relic
relique axi k2,axi_k2_relic
relique axi r1,axi_r1_relic
relique axi b2,axi_b2_relic
relique axi l5,axi_l5_relic
relique axi p1,axi_p1_relic
relique axi m1,axi_m1_relic
relique axi d1,axi_d1_relic
relique axi g2,axi_g2_relic
relique axi o1,axi_o1_relic
relique axi v8,axi_v8_relic
relique axi h2,axi_h2_relic
relique axi c2,axi_c2_relic
relique axi a10,axi_a10_relic
relique axi t5,axi_t5_relic
relique axi t4,axi_t4_relic
relique axi g4,axi_g4_relic
relique axi h1,axi_h1_relic
relique axi s5,axi_s5_relic
relique axi v9,axi_v9_relic
relique axi e2,axi_e2_relic
relique axi s3,axi_s3_relic
relique axi b1,axi_b1_relic
relique axi e1,axi_e1_relic
relique axi a2,axi_a2_relic
relique axi t6,axi_t6_relic
relique axi c6,axi_c6_relic
relique axi w2,axi_w2_relic
relique axi a13,axi_a13_relic
relique axi o5,axi_o5_relic
relique axi s6,axi_s6_relic
relique axi c1,axi_c1_relic
relique axi s8,axi_s8_relic
relique axi v10,axi_v10_relic
relique axi s7,axi_s7_relic
relique axi z1,axi_z1_relic
relique axi v5,axi_v5_relic
relique axi a3,axi_a3_relic
relique axi v7,axi_v7_relic
relique axi c4,axi_c4_relic
relique axi l3,axi_l3_relic
relique axi h4,axi_h4_relic
relique axi r2,axi_r2_relic
relique axi a5,axi_a5_relic
relique axi s4,axi_s4_relic
relique axi v4,axi_v4_relic
relique axi l4,axi_l4_relic
relique axi a4,axi_a4_relic
relique axi l2,axi_l2_relic
relique axi o3,axi_o3_relic
relique axi k3,axi_k3_relic
relique axi g1,axi_g1_relic
relique axi t1,axi_t1_relic
relique axi a9,axi_a9_relic
relique axi p3,axi_p3_relic
relique axi d2,axi_d2_relic
relique axi b3,axi_b3_relic
relique axi a8,axi_a8_relic
relique axi w1,axi_w1_relic
relique axi b4,axi_b4_relic
relique axi c5,axi_c5_relic
relique axi a11,axi_a11_relic
relique axi n3,axi_n3_relic
relique axi v6,axi_v6_relic
relique axi n5,axi_n5_relic
relique axi n4,axi_n4_relic
relique axi v3,axi_v3_relic
relique axi n2,axi_n2_relic
relique axi v2,axi_v2_relic
relique axi k5,axi_k5_relic
relique axi t2,axi_t2_relic
relique axi s2,axi_s2_relic
relique axi l1,axi_l1_relic
relique axi a1,axi_a1_relic
relique axi n1,axi_n1_relic
relique axi o4,axi_o4_relic
relique axi k4,axi_k4_relic
relique axi c3,axi_c3_relic
relique axi k1,axi_k1_relic
relique axi a12,axi_a12_relic
relique axi h5,axi_h5_relic
relique axi v1,axi_v1_relic
relique axi t3,axi_t3_relic
relique axi g3,axi_g3_relic
relique axi r3,axi_r3_relic
relique axi a6,axi_a6_relic
relique axi p2,axi_p2_relic
relique axi a7,axi_a7_relic
relique axi n6,axi_n6_relic
relique axi s1,axi_s1_relic
relique neo z1,neo_z1_relic
relique neo b4,neo_b4_relic
relique neo k1,neo_k1_relic
relique neo n7,neo_n7_relic
relique neo b3,neo_b3_relic
relique neo n6,neo_n6_relic
relique neo r2,neo_r2_relic
relique neo z3,neo_z3_relic
relique neo s12,neo_s12_relic
relique neo b2,neo_b2_relic
relique neo o1,neo_o1_relic
relique neo s6,neo_s6_relic
relique neo v5,neo_v5_relic
relique neo r4,neo_r4_relic
relique neo m3,neo_m3_relic
relique neo p1,neo_p1_relic
relique neo i2,neo_i2_relic
relique neo b1,neo_b1_relic
relique neo s13,neo_s13_relic
relique neo n5,neo_n5_relic
relique neo r1,neo_r1_relic
relique neo t1,neo_t1_relic
relique neo s5,neo_s5_relic
relique neo n15,neo_n15_relic
relique neo b7,neo_b7_relic
relique neo p2,neo_p2_relic
relique neo z7,neo_z7_relic
relique neo n14,neo_n14_relic
relique neo g3,neo_g3_relic
relique neo n11,neo_n11_relic
relique neo n4,neo_n4_relic
relique neo v9,neo_v9_relic
relique neo n12,neo_n12_relic
relique neo e2,neo_e2_relic
relique neo z6,neo_z6_relic
relique neo s14,neo_s14_relic
relique neo n13,neo_n13_relic
relique neo d2,neo_d2_relic
relique neo v4,neo_v4_relic
relique neo v6,neo_v6_relic
relique neo m1,neo_m1_relic
relique neo s9,neo_s9_relic
relique neo m2,neo_m2_relic
relique neo z2,neo_z2_relic
relique neo n9,neo_n9_relic
relique neo a1,neo_a1_relic
relique neo v8,neo_v8_relic
relique neo b5,neo_b5_relic
relique neo v7,neo_v7_relic
relique neo n8,neo_n8_relic
relique neo l1,neo_l1_relic
relique neo v3,neo_v3_relic
relique neo v2,neo_v2_relic
relique neo g2,neo_g2_relic
relique neo r3,neo_r3_relic
relique neo z5,neo_z5_relic
relique neo i1,neo_i1_relic
relique neo t3,neo_t3_relic
relique neo n3,neo_n3_relic
relique neo h1,neo_h1_relic
relique neo s8,neo_s8_relic
relique neo s7,neo_s7_relic
relique neo s3,neo_s3_relic
relique neo d1,neo_d1_relic
relique neo c1,neo_c1_relic
relique neo n10,neo_n10_relic
relique neo s11,neo_s11_relic
relique neo e1,neo_e1_relic
relique neo f1,neo_f1_relic
relique neo v1,neo_v1_relic
relique neo n2,neo_n2_relic
relique neo h2,neo_h2_relic
relique neo a2,neo_a2_relic
relique neo g1,neo_g1_relic
relique neo k2,neo_k2_relic
relique neo n1,neo_n1_relic
relique neo b6,neo_b6_relic
relique neo s2,neo_s2_relic
relique neo a3,neo_a3_relic
relique neo z4,neo_z4_relic
relique neo t2,neo_t2_relic
relique neo a4,neo_a4_relic
relique neo s10,neo_s10_relic
relique neo s1,neo_s1_relic
relique meso t2,meso_t2_relic
relique meso t1,meso_t1_relic
relique meso o2,meso_o2_relic
relique meso s6,meso_s6_relic
relique meso m1,meso_m1_relic
relique meso v5,meso_v5_relic
relique meso n7,meso_n7_relic
relique meso k2,meso_k2_relic
relique meso a2,meso_a2_relic
relique meso n4,meso_n4_relic
relique meso s5,meso_s5_relic
relique meso o1,meso_o1_relic
relique meso c5,meso_c5_relic
relique meso r3,meso_r3_relic
relique meso e4,meso_e4_relic
relique meso v4,meso_v4_relic
relique meso n8,meso_n8_relic
relique meso s4,meso_s4_relic
relique meso n6,meso_n6_relic
relique meso n3,meso_n3_relic
relique meso f2,meso_f2_relic
relique meso t4,meso_t4_relic
relique meso d6,meso_d6_relic
relique meso p4,meso_p4_relic
relique meso o4,meso_o4_relic
relique meso s3,meso_s3_relic
relique meso n11,meso_n11_relic
relique meso d5,meso_d5_relic
relique meso g2,meso_g2_relic
relique meso c6,meso_c6_relic
relique meso v3,meso_v3_relic
relique meso k1,meso_k1_relic
relique meso h1,meso_h1_relic
relique meso m2,meso_m2_relic
relique meso a1,meso_a1_relic
relique meso z2,meso_z2_relic
relique meso p1,meso_p1_relic
relique meso b3,meso_b3_relic
relique meso c2,meso_c2_relic
relique meso o3,meso_o3_relic
relique meso s7,meso_s7_relic
relique meso b2,meso_b2_relic
relique meso z1,meso_z1_relic
relique meso d2,meso_d2_relic
relique meso f1,meso_f1_relic
relique meso s2,meso_s2_relic
relique meso l1,meso_l1_relic
relique meso c4,meso_c4_relic
relique meso r2,meso_r2_relic
relique meso n9,meso_n9_relic
relique meso b4,meso_b4_relic
relique meso i1,meso_i1_relic
relique meso k3,meso_k3_relic
relique meso n10,meso_n10_relic
relique meso p3,meso_p3_relic
relique meso p2,meso_p2_relic
relique meso s1,meso_s1_relic
relique meso g1,meso_g1_relic
relique meso c3,meso_c3_relic
relique meso n5,meso_n5_relic
relique meso v1,meso_v1_relic
relique meso b1,meso_b1_relic
relique meso e2,meso_e2_relic
relique meso z3,meso_z3_relic
relique meso m3,meso_m3_relic
relique meso f3,meso_f3_relic
relique meso e1,meso_e1_relic
relique meso n2,meso_n2_relic
relique meso v2,meso_v2_relic
relique meso r1,meso_r1_relic
relique meso d3,meso_d3_relic
relique meso t3,meso_t3_relic
relique meso s8,meso_s8_relic
relique meso c1,meso_c1_relic
relique meso e5,meso_e5_relic
relique meso n1,meso_n1_relic
relique meso e3,meso_e3_relic
relique meso d4,meso_d4_relic
relique meso w1,meso_w1_relic
relique meso v6,meso_v6_relic
relique meso s9,meso_s9_relic
relique meso d1,meso_d1_relic
relique lith h2,lith_h2_relic
relique lith z1,lith_z1_relic
relique lith b1,lith_b1_relic
relique lith a2,lith_a2_relic
relique lith l1,lith_l1_relic
relique lith w1,lith_w1_relic
relique lith v4,lith_v4_relic
relique lith s6,lith_s6_relic
relique lith n3,lith_n3_relic
relique lith n4,lith_n4_relic
relique lith m5,lith_m5_relic
relique lith c6,lith_c6_relic
relique lith c5,lith_c5_relic
relique lith v6,lith_v6_relic
relique lith v3,lith_v3_relic
relique lith b4,lith_b4_relic
relique lith n2,lith_n2_relic
relique lith g1,lith_g1_relic
relique lith i1,lith_i1_relic
relique lith t5,lith_t5_relic
relique lith g3,lith_g3_relic
relique lith b8,lith_b8_relic
relique lith d4,lith_d4_relic
relique lith t3,lith_t3_relic
relique lith s9,lith_s9_relic
relique lith s5,lith_s5_relic
relique lith c7,lith_c7_relic
relique lith k4,lith_k4_relic
relique lith t4,lith_t4_relic
relique lith n6,lith_n6_relic
relique lith b7,lith_b7_relic
relique lith p5,lith_p5_relic
relique lith d3,lith_d3_relic
relique lith n5,lith_n5_relic
relique lith p4,lith_p4_relic
relique lith s4,lith_s4_relic
relique lith s7,lith_s7_relic
relique lith c2,lith_c2_relic
relique lith k2,lith_k2_relic
relique lith b6,lith_b6_relic
relique lith m3,lith_m3_relic
relique lith c4,lith_c4_relic
relique lith m2,lith_m2_relic
relique lith v2,lith_v2_relic
relique lith o2,lith_o2_relic
relique lith p1,lith_p1_relic
relique lith t2,lith_t2_relic
relique lith v5,lith_v5_relic
relique lith b3,lith_b3_relic
relique lith n1,lith_n1_relic
relique lith k1,lith_k1_relic
relique lith c1,lith_c1_relic
relique lith w2,lith_w2_relic
relique lith s10,lith_s10_relic
relique lith p3,lith_p3_relic
relique lith d2,lith_d2_relic
relique lith m6,lith_m6_relic
relique lith s3,lith_s3_relic
relique lith h1,lith_h1_relic
relique lith b2,lith_b2_relic
relique lith t1,lith_t1_relic
relique lith a1,lith_a1_relic
relique lith m1,lith_m1_relic
relique lith p2,lith_p2_relic
relique lith a3,lith_a3_relic
relique lith m4,lith_m4_relic
relique lith g2,lith_g2_relic
relique lith f2,lith_f2_relic
relique lith v1,lith_v1_relic
relique lith b5,lith_b5_relic
relique lith c3,lith_c3_relic
relique lith z2,lith_z2_relic
relique lith o1,lith_o1_relic
relique lith f1,lith_f1_relic
relique lith m7,lith_m7_relic
relique lith k5,lith_k5_relic
relique lith s2,lith_s2_relic
relique lith k3,lith_k3_relic
relique lith d1,lith_d1_relic
relique lith l2,lith_l2_relic
relique lith s8,lith_s8_relic
relique lith v8,lith_v8_relic
relique lith v7,lith_v7_relic
relique lith s1,lith_s1_relic
aquapulmo,aquapulmo
ostimyr,ostimyr
